,raw,clean,prediction
22,"Cita-cita aku ialah untuk pergi Thailand pastu dapatkan satu suntikan vaksin Covid-19 Moderna. Kemudian Sinovac atau Sinopharm somewhere dan akhirnya, Sputnik V atau Johnson and Johnson. Dengan ramuan semua vaccine, aku akan jadi Captain Vaccine!",cita cita saya ialah untuk pergi thailand pastu dapat satu sunti vaksin covid moderna kemudian sinovac atau sinopharm somewhere dan akhir sputnik atau johnson dan johnson dengan ramu semua vaccine saya akan jadi captain vaccine,1
23,"Karena vaksin Sinopharm dan Sinovac telah terbukti mampu menurunkan keganasan infeksi virus Covid-19.

#SemangatBaruBUMN #PupukIndonesia #covid #covid19 #omicron #vaksin #vaksinasi #pandemi",karena vaksin sinopharm dan sinovac telah bukti mampu turun ganas infeksi virus covid,1
24,"Dari covid pertama terdeteksi sampai produksi sinopharm, PRC hanya butuh setahun untuk produksi vaksin dengan teknologi jadoel(tapi battle proven).  Ini kita dengan teknologi yg sama sudah lebih dari dua tahun masih ga kelihatan.",dari covid pertama deteksi sampai produksi sinopharm prc hanya butuh tahun untuk produksi vaksin dengan teknologi jadoel tapi battle proven ini kita dengan teknologi yang sama sudah lebih dari dua tahun masih enggak lihat,1
25,"@nakaluarbiasa @SoundOfYogi @random_readerr @Mentimoen Baru tau aku istilah itu. Hehehe...
Makanya vaksin covid buatan china pakai sino sino gt ya, kayak sinovac sinopharm... 😅",baru tahu saya istilah itu hehehe makanya vaksin covid buat china pakai sino sino begitu iya seperti sinovac sinopharm,0
26,"surprisingly indo nggak termasuk negara yg kena travel ban sama jerman. antara arus masuk org indo kesana dikit, atau di mata mrk infection rate covid disini udah gak semasif itu.

tapi jerman cm mengakui vaksin comirnaty, moderna, janssen, AZ, nuvaxovid.

*cries in sinopharm*",surprisingly indonesia enggak masuk negara yang kena travel ban sama jerman antara arus masuk orang indonesia kesana dikit atau di mata mereka infection rate covid sini sudah enggak masif itu tapi jerman cuma aku vaksin comirnaty moderna jangan en az nuvaxovid cries ini sinopharm,0
27,"Lalu berapa kisaran harga vaksin Covid-19 booster ini ?

👉 Sinopharm 322 ribu
👉 Moderna 305 ribu
👉 Pfizer 277 ribu
👉 Sinovac 142 - 255 ribu
👉 Astrazeneca 60ribu

 @Suharso_M 
@Jiwamudaindo",lalu berapa kisar harga vaksin covid booster ini sinopharm ribu moderna ribu pfizer ribu sinovac ribu astrazeneca ribu,0
28,"5. Disisi lain, dari kelima merek vaksin Covid-19 seperti Pfrizer, Coronavac, Zifivax, Sinopharm dan Astrazeneca. Majelis Ulama Indonesia (MUI) mengungkapkan bahwa hanya vaksin Zifivax yang dinyatakan sebagai vaksin halal. 

#VaksinHalal",sisi lain dari lima merek vaksin covid seperti pfrizer coronavac zifivax sinopharm dan astrazeneca majelis ulama indonesia mui ungkap bahwa hanya vaksin zifivax yang nyata bagai vaksin halal,1
29,"Kontribusi diwujudkan melalui program CSR sebanyak 20.000 dosis vaksin Covid-19 Sinopharm dan sembako untuk masyarakat di Kabupaten Seram Bagian Timur, Maluku. Proses dalam membantu program vaksinasi ini membutuhkan waktu hingga 15 jam perjalanan darat. (2)",kontribusi wujud lalu program csr banyak dosis vaksin covid sinopharm dan sembilan bahan pokok untuk masyarakat di kabupaten seram bagi timur malu proses dalam bantu program vaksinasi ini butuh waktu hingga jam jalan darat,1
30,"@BudiGSadikin Selamat siang Pak Menteri. Perkenalkan nama saya Billy. Saya mohon bantuan solusi. Istri saya sudah vaksin ke-1 dari kantor (gotong royong-sinopharm). Tetapi sebelum vaksin ke-2, istri saya terpapar covid sehingga melewatkan vaksin ke-2 yg dijadwalkan kantor nya.",selamat siang pak menteri kenal nama saya billy saya mohon bantu solusi istri saya sudah vaksin ke dari kantor gotong royong sinopharm tetapi belum vaksin ke istri saya papar covid sehingga lewat vaksin ke yang jadwal kantor nya,1
31,"@KemenkesRI Selamat siang. Kalau sudah vaksin 1 (gotong royong-sinopharm), tp belum vaksin ke-2 karena terpapar covid, dimana bisa mendapat vaksin 2? Program vaksin gotong-royong dari perusahaan telah selesai. Mohon solusi nya.",selamat siang kalau sudah vaksin gotong royong sinopharm tapi belum vaksin ke karena papar covid mana bisa dapat vaksin program vaksin gotong royong dari usaha telah selesai mohon solusi nya,0
32,"Di Indonesia ada 7 jenis vaksin, diantaranya : 
1. Sinovac
2. Astra Zeneca
3. Sinopharm 
4. Moderna
5. Pfizer
6. Janssen
7. Vaksin Covid-19 PT. Bio Farma",di indonesia ada jenis vaksin antara sinovac astra zeneca sinopharm moderna pfizer jangan en vaksin covid pt bio farma,1
33,"Program vaksinasi COVID-19 di Indonesia, dosis vaksin yang disuntikkan berdasarkan merek per 28 November 2021:

Sinovac: 178,308,142
Astrazeneca: 28,517,544
Pfizer: 15,202,688
Moderna: 6,611,778
Sinopharm: 3,092,507
Janssen: 107,545

Total: 231,840,214 dosis
Sumber: WHO SEARO",program vaksinasi covid di indonesia dosis vaksin yang suntik dasar merek per november sinovac astrazeneca pfizer moderna sinopharm jangan en total dosis sumber who searo,0
34,@VeritasArdentur Tapi kenapa ya Arab Saudi memberi perlakuan yang berbeda kepada orang yg datang ke negaranya yg udah divaksin sinovac/sinopharm dgn yg sudah divaksin covid selain 2 vaksin itu?,tapi kenapa iya arab saudi beri laku yang beda kepada orang yang datang ke negara yang sudah vaksin sinovac sinopharm dengan yang sudah vaksin covid selain vaksin itu,0
35,"Tidak terkecuali pada anak usia 6-11 Tahun yang akan dimulai tahun 2022. Vaksinasi COVID-19 dialokasikan sebesar 58,7 juta dosis untuk melakukan Vaksinasi kepada 26,7 juta anak. Sejauh ini Vaksin yang berpotensi diberikan kepada anak adalah Sinovac, Sinopharm dan Pfizer.",tidak kecuali pada anak usia tahun yang akan mulai tahun vaksinasi covid alokasi besar juta dosis untuk laku vaksinasi kepada juta anak jauh ini vaksin yang potensi beri kepada anak adalah sinovac sinopharm dan pfizer,0
36,"Kesebelas vaksin COVID-19 itu di antaranya adalah Sinovac, vaksin COVID-19 PT Bio Farma, AstraZeneca, Sinopharm, Moderna, Pfizer, Sputnik V, Zifivax, Janssen, Convidecia dan Covovax.",sebelas vaksin covid itu di antara adalah sinovac vaksin covid pt bio farma astrazeneca sinopharm moderna pfizer sputnik zifivax jangan en convidecia dan covovax,1
37,"Aku kepo habis divaksin gitu.
Setelah gali dari beberapa sumber, aku dapat informasi ini…

Efektifitas 5 Vaksin Covid-19 di Indonesia

- AstraZeneca : 62,1 %
- Sinovac : 65,3 %
- Sinopharm : 78 %
- Moderna : 94,1 %
- Pfizer : 95,5 %",saya mau tahu urus orang habis vaksin begitu telah gali dari beberapa sumber saya dapat informasi ini efektifitas vaksin covid di indonesia astrazeneca sinovac sinopharm moderna pfizer,1
38,"Terkait persyaratan vaksin Covid-19, Arab Saudi telah mengakui atau menerima jamaah yang sudah melakukan vaksinasi dengan vaksin Sinopharm dan Sinovac.

#HajidanUmrah
#PesertaHaji
#VaksinasiCovid19
#EkonomiBangkit
#AirlanggaHartarto",kait syarat vaksin covid arab saudi telah aku atau terima jamaah yang sudah laku vaksinasi dengan vaksin sinopharm dan sinovac,1
39,"Menkes Budi Gunadi Sadikin menyebut, ada 3 jenis vaksin Covid-19 yang telah mendapatkan izin penggunaan darurat atau emergency use authorization (EUA) untuk digunakan kepada anak usia 5-11 tahun.

Ketiga vaksin itu adalah vaksin Sinovac, Sinopharm, dan Pfizer.

#SmartNews",menkes budi gunadi sadikin sebut ada jenis vaksin covid yang telah dapat izin guna darurat atau emergency use authorization eua untuk guna kepada anak usia tahun tiga vaksin itu adalah vaksin sinovac sinopharm dan pfizer,1
40,"5. Sinopharm
Vaksin Sinopharm adalah vaksin virus corona buatan China dan telah diujikan di beberapa negara lainnya. Vaksin ini menggunakan platform yang sama dengan vaksin Sinovac, yaitu virus yang diinaktivasi atau berjenis inactivated vaccine

#Muhammadiyah",sinopharm vaksin sinopharm adalah vaksin virus corona buat china dan telah uji di beberapa negara lain vaksin ini guna platform yang sama dengan vaksin sinovac yaitu virus yang diinaktivasi atau jenis inactivated vaccine,1
41,"4. Vaksin Covid teknologi lama, seperti Sinovac dan Sinopharm (inactivated), sudah digunakan berpuluh tahun dan termasuk dalam program vaksinasi wajib di Indonesia, anak-anak kitapun sudah rutin vaksinasi dengan teknologi inactivated secara rutin",vaksin covid teknologi lama seperti sinovac dan sinopharm inactivated sudah guna puluh tahun dan masuk dalam program vaksinasi wajib di indonesia anak anak kita sudah rutin vaksinasi dengan teknologi inactivated cara rutin,1
42,"@Rose____D @TedHilbert Kalau anda gak yakin sama vaksin covid jenis mRNA, pakailah vaksin model in-activated whole virus seperti SINOVAC atau SINOPHARM. Sama saja kayak anda terkena COVID, tp sudah dilemahkan. Cocok ?",kalau anda enggak yakin sama vaksin covid jenis mrna pakai vaksin model ini activated whole virus seperti sinovac atau sinopharm sama saja seperti anda kena covid tapi sudah lemah cocok,1
43,"akankah dunia di masa depan terpecah belah menjadi beberapa faksi dan terbagi oleh jenis vaksin covid-19 yang sudah kita terima?
sinovac, aztrazeneca, sinopharm, moderna, pfizer, dan lain-lainnya.
ini dunia atau divergent series?",akan dunia di masa depan pecah belah jadi beberapa faksi dan bagi oleh jenis vaksin covid yang sudah kita terima sinovac aztrazeneca sinopharm moderna pfizer dan lain lain ini dunia atau divergent series,1
44,"@RasputinKW @Chubil95 @GodrilSolo @HeyyFarahhhh Kalau anda gak keberatan terpapar COVID, seharusnya anda gak akan takut dengan Vaksin metode in-activated whole virus kayak SINOVAC dan SINOPHARM… sama sama kena Virus COVID, cuma yg vaksin itu sudah in-activated",kalau anda enggak berat papar covid harus anda enggak akan takut dengan vaksin metode ini activated whole virus seperti sinovac dan sinopharm sama sama kena virus covid cuma yang vaksin itu sudah ini activated,0
45,@sehatq istri saya sudah vaksin 1 dgn sinopharm (vaksin gotong royong dari kantor yg dilakukan di sehatq palem semi karawaci). Tetapi kemudian terpapar covid-19 dan sudah sembuh 2 bulan lebih. Kalau mau vaksin ke-2 bagaimana. Apakah bisa langsung datang ke sehatq palem semi?,istri saya sudah vaksin dengan sinopharm vaksin gotong royong dari kantor yang laku di sehatq palem semi karawaci tetapi kemudian papar covid dan sudah sembuh bulan lebih kalau mau vaksin ke bagaimana apakah bisa langsung datang ke sehatq palem semi,0
46,"@Inggar10892898 @Agra3479 Agak bingung bahas Vaksin itu melompat2 dari Pfizer, AZ, Sinovac. Karena dari awal saya anggap Vaksin in-activated whole virus kayak SINOVAC dan SINOPHARM yah sama saja kayak terkena Virua Covid. GAK ADA TRADE OFF nya. Kalau Vaksin Pfizer / Moderna yg pake metode mRNA ??",agak bingung bahas vaksin itu lompat dari pfizer az sinovac karena dari awal saya anggap vaksin ini activated whole virus seperti sinovac dan sinopharm ya sama saja seperti kena virua covid enggak ada trade off nya kalau vaksin pfizer moderna yang pakai metode mrna,0
47,@NIAS2013 @Ronnie_Rusli Vaksin yg mana ? Kalau SINOVAC dan SINOPHARM pake in-activated Virus COVID (strain-nya bisa berbeda strain setiap batch)… Kalau Astra Zeneca pake in-activated Adenovirus Simpanse yg sudah dimofikasi spike Protein S nya… kalau Pfizer dan Moderna pake mRNA spike S,vaksin yang mana kalau sinovac dan sinopharm pakai ini activated virus covid strain nya bisa beda strain tiap batch kalau astra zeneca pakai ini activated adenovirus simpanse yang sudah dimofikasi spike protein nya kalau pfizer dan moderna pakai mrna spike,1
48,"@TedHilbert @blogdokter @OpikBidin @tonangardyanto @dr_koko28 Nah anda mulai bergeser ke pengelompokkan Vaksin… metode mRNA dan metode Vektor pake Adenovirus Sbg Vektor… menurut anda, sama gak Virus COVID dengan Virus in-activated nya SINOVAC dan SINOPHARM ?",nah anda mulai geser ke kelompok vaksin metode mrna dan metode vektor pakai adenovirus bagai vektor turut anda sama enggak virus covid dengan virus ini activated nya sinovac dan sinopharm,0
49,"Program vaksinasi COVID-19 di Indonesia, dosis vaksin yang disuntikkan berdasarkan merek per 4 Oktober 2021:

Sinovac: 120,493,503
Astrazeneca: 18,479,064
Moderna: 3,526,148
Pfizer: 3,027,917
Sinopharm: 2,335,926

Total: 147,872,558 dosis
Sumber: WHO SEARO report",program vaksinasi covid di indonesia dosis vaksin yang suntik dasar merek per oktober sinovac astrazeneca moderna pfizer sinopharm total dosis sumber who searo report,1
50,"[SAMBUNGAN - LENGKAP VAKSINASI]

1) telah menerima 2 dos suntikan bagi jenis vaksin Comirnaty (Pfizer-BioNTech), COVID-19 AstraZeneca (Oxford-AstraZeneca), CoronaVac (Sinovac), Spikevax (Moderna) dan Covilo (Sinopharm)

2) telah melepasi HARI KE-14 dari tarikh suntikan dos kedua",sambung lengkap vaksinasi telah terima dos sunti bagi jenis vaksin comirnaty pfizer biontech covid astrazeneca oxford astrazeneca coronavac sinovac spikevax moderna dan covilo sinopharm telah lepas hari ke dari tarikh sunti dos dua,1
51,"Karena lumayan banyak yang heran, di mana gue 1 bulan setelah sembuh #Covid_19 bisa menerima #vaksin .

Alhamdulillah, gue sudah full dosis Sinopharm dan menerima dosis pertama 1 bulan setelah SWAB test pasca 2× isoman.",karena lumayan banyak yang heran di mana aku bulan telah sembuh bisa terima alhamdulillah aku sudah full dosis sinopharm dan terima dosis pertama bulan telah swab test pasca isoman,1
52,"Konsul Jenderal Republik Indonesia di Jeddah, Eko Hartono, mengungkapkan bahwa pemerintah Arab Saudi mengharuskan WNI penerima vaksin Covid-19 ""Sinovac"" dan Sinopharm menerima suntikan booster sebelum berangkat umrah.",konsultasi jenderal republik indonesia di jeddah eko hartono ungkap bahwa perintah arab saudi harus wni terima vaksin covid sinovac dan sinopharm terima sunti booster belum berangkat umrah,1
53,"@CNNIndonesia Saudi mengakui vaksin Covid-19 produksi China, Sinovac dan Sinopharm. Sebelumnya, Saudi hanya mengakui 4 vaksin: Pfizer, AstraZeneca, Modern dan Jhon &amp; Jhon. 
Namun, Saudi mewajibkan disuntik vaksin booster dari 4 jenis vaksin: Pfizer, AstraZeneca, Moderna dan Jhonson and Jhonson",saudi aku vaksin covid produksi china sinovac dan sinopharm belum saudi hanya aku vaksin pfizer astrazeneca modern dan jhon amp jhon namun saudi wajib suntik vaksin booster dari jenis vaksin pfizer astrazeneca moderna dan jhonson dan jhonson,1
54,"Hongkong:
Populasi: 7,5 juta.
Jumlah kasus Covid: 7 (24 Sep 2021)
Rata-rata 7 hari terakhir: 3 kasus
Vaksinasi: 57% - Sinovac &amp; Sinopharm.

Singapura
Populasi: 5,7 juta.
Jumlah Kasus: 1650 (24 Sep 2021)
Rata-rata 7 hari terakhir: 1247 kasus.
Vaksinasi: 82% - Pfizer &amp; Moderna.",hongkong populasi juta jumlah kasus covid sep rata rata hari akhir kasus vaksinasi sinovac amp sinopharm singapura populasi juta jumlah kasus sep rata rata hari akhir kasus vaksinasi pfizer amp moderna,1
55,"Indonesia kembali mendapatkan hibah vaksin Covid-19 asal Sinopharm yang berasal dari Uni Emirat Arab sebanyak 450.000 dosis. Seluruh vaksin ini, akan digunakan untuk vaksinasi penyandang disabilitas di Indonesia.",indonesia kembali dapat hibah vaksin covid asal sinopharm yang asal dari uni emirat arab banyak dosis seluruh vaksin ini akan guna untuk vaksinasi sandang disabilitas di indonesia,1
56,@ProfesorZubairi Hipotesa saya. Vaksin in-activates Whole virus spt SINOVAC dan SINOPHARM itu lebih konsisten efikasi melawan Varian Mutasi Covid,hipotesa saya vaksin ini activates whole virus seperti sinovac dan sinopharm itu lebih konsisten efikasi lawan varian mutasi covid,0
57,"Beberapa jenis vaksin yang ada di Indonesia yakni:
1. Sinovac
2. AstraZeneca
3. Pfizer
4. Moderna
5. Sinopharm
6. Johnson&amp;johnson
7. Cansino
8. Sputnik V

Vaksinasi bukanlah satu-satunya alat untuk mengendalikan laju COVID-19,",beberapa jenis vaksin yang ada di indonesia yakni sinovac astrazeneca pfizer moderna sinopharm johnson amp johnson cansino sputnik vaksinasi bukan satu satu alat untuk kendali laju covid,1
58,"dengan target 2.000 sasaran penerima dengan jenis vaksin Sinopharm. Program BULOG Peduli hadir sebagai bentuk kepedulian terhadap situasi pandemi Covid-19 saat ini, yang diharapkan dapat membangkitkan perekonomian Masyarakat khususnya di Yogyakarta.
.
.",dengan target sasar terima dengan jenis vaksin sinopharm program bulog peduli hadir bagai bentuk peduli hadap situasi pandemi covid saat ini yang harap dapat bangkit ekonomi masyarakat khusus di yogyakarta,1
59,"Arab Saudi resmi memasukkan dua jenis vaksin Corona asal China yakni Sinovac dan Sinopharm, dalam syarat vaksin yang diakui. Hanya saja, untuk penerima vaksin Sinovac yang akan melaksanakan ibadah Umrah, pemerintah Saudi mengharuskan booster tambahan. #MostUpdate1058",arab saudi resmi masuk dua jenis vaksin corona asal china yakni sinovac dan sinopharm dalam syarat vaksin yang aku hanya saja untuk terima vaksin sinovac yang akan laksana ibadah umrah perintah saudi harus booster tambah,1
60,"Vaksin yg didistribusikan terdiri dari 

1. CoronaVac 33.805.658 dosis, 
2. Covid-19 Bio Farma 104.368.200 dosis,
3. AZ (Covax, B2B, Hibah) 20.136.284 dosis, 
4. Moderna 7.871.318 dosis, 
5. Sinopharm (Hibah) 720.766 dosis, dan
6. Pfizer sebanyak 4.462.344 dosis.",vaksin yang distribusi diri dari coronavac dosis covid bio farma dosis az covax hibah dosis moderna dosis sinopharm hibah dosis dan pfizer banyak dosis,1
61,"@arifbsantoso @PBIDI @tirta_cipeng Dia pernah bahas penelitian vaksin covid yg lain juga sinopharm, sinovac. Setiap ada hasil penelitian baru, selalu di update di IG nya kok. Klo menurut saya sih bagus, orang awam non nakes kayak saya jadi tau info2 baru.",dia pernah bahas teliti vaksin covid yang lain juga sinopharm sinovac tiap ada hasil teliti baru selalu di update di ig nya kok kalo turut saya sih bagus orang awam non tenaga sehat seperti saya jadi tahu informasi baru,1
62,"@fndmntll @Syawalianto @sociotalker Dan kalau memang antibodi dari penyintas COVID lebih bagus daripada yg di Vaksin, maka logika nya Pakai Vaksin whole in-activated virus spt sinovac dan sinopharm jauh lebih bagus daripada yg Vaksin metode lain. Tinggal di booster saja SINOVAC / SINOPHARM jadi 3x",dan kalau memang antibodi dari sintas covid lebih bagus daripada yang di vaksin maka logika nya pakai vaksin whole ini activated virus seperti sinovac dan sinopharm jauh lebih bagus daripada yang vaksin metode lain tinggal di booster saja sinovac sinopharm jadi,1
63,"8️⃣ Vaksin Beneran Mengurangi Risiko Tertular/Terinfeksi?

Ya, terutama dengan AZ, Pfizer, Moderna.

Sinovac &amp; Sinopharm efektif mencegah Covid berat termasuk kematian.

[9/13]",vaksin benar kurang risiko tular infeksi iya utama dengan az pfizer moderna sinovac amp sinopharm efektif cegah covid berat masuk mati,0
