,raw,clean,prediction
10,"@PositivCovid vaksin dan prokes efektif cegah covid
#NewNormal #LawanCOVID19",vaksin dan prokes efektif cegah covid,1
11,"Vaksin Corona CV-19 tidak efektif, tetapi juga bertanggung jawab atas peningkatan jumlah kasus kanker. Data dari pasien yang divaksinasi &amp; data yang dikirim ke ahli onkologi menunjukkan bahwa vaksin mengganggu Sistem Kekebalan Tubuh. Kematian lebih tinggi di antara vaksin.",vaksin corona cv tidak efektif tetapi juga tanggung jawab atas tingkat jumlah kasus kanker data dari pasien yang vaksinasi amp data yang kirim ke ahli onkologi tunjuk bahwa vaksin ganggu sistem kebal tubuh mati lebih tinggi di antara vaksin,0
12,"Pemberian vaksin dosis lengkap dan booster terbukti efektif melindungi tubuh dari risiko terburuk COVID-19. 

Untuk itu, pemerintah terus menggenjot cakupan vaksinasi COVID-19 dosis lengkap dan booster terutama bagi kelompok rentan seperti lansia dan orang dengan komorbid.",beri vaksin dosis lengkap dan booster bukti efektif lindung tubuh dari risiko buruk covid untuk itu perintah terus genjot cakup vaksinasi covid dosis lengkap dan booster utama bagi kelompok rentan seperti lanjut usia dan orang dengan komorbid,1
13,3rd wave covid ini jd seperti ajang pembuktian bahwa program vaksinasi bekerja dng efektif.,rd wave covid ini jadi seperti ajang bukti bahwa program vaksinasi kerja dengan efektif,0
14,"@dr_koko28 @KemenkesRI kesimpulannya vaksin itu tdklah penting2 amat, yg penting jaga prokes dan udara sehat gitu kan dok. 
ya mending spt ini sj dok drpd buang2 duit unt pengadaan jutaan vaksin yg sdh terbukti g efektif menjamin seseorg terinveksi covid bahkan hal yg lbh buruk kematian.",simpul vaksin itu tdklah penting amat yang penting jaga prokes dan udara sehat begitu kan dok iya lebih baik seperti ini saja dok daripada buang duit unt ada juta vaksin yang sudah bukti efektif jamin seseorg terinveksi covid bahkan hal yang lebih buruk mati,0
15,@ariomalv @perupadata Masih jaman ngurusin covid? Bill gates aja udah bilang kalau terinfeksi omicron lebih efektif daripada vaksin apapun,masih jaman urus covid bill gates saja sudah bilang kalau infeksi omicron lebih efektif daripada vaksin apa,0
16,"sinergitas yang efektif pada gilirannya akan memberikan dampak positif bagi pelayanan anestesi.""

Kepala Bidang Penanganan Kesehatan Satgas Covid-19 dr Alex Ginting menyampaikan ""Pengendalian pandemi menjadi endemi harus dipatuhi 3M, 3T, serta cakupan vaksinasi tinggi.""",sinergitas yang efektif pada gilir akan beri dampak positif bagi layan anestesi kepala bidang tangan sehat satgas covid dari alex ganteng sampai kendali pandemi jadi endemi harus patuh serta cakup vaksinasi tinggi,1
17,Para pakar menyatakan bahwa vaksin-vaksin yang ada saat ini mungkin saja tidak efektif menghadapi varian baru COVID-19. (1/3),para pakar nyata bahwa vaksin vaksin yang ada saat ini mungkin saja tidak efektif hadap varian baru covid,0
18,"@AzharAditya88 Awalnya vaksin covid 100% aman, efektif dan halal, lalu 95% memberi perlindungan, kemudian tidak mencegah tertular, menularkan dan keparahan, seterusnya tidak mencegah kematian akhirnya terus dipaksa disuntikkan jarak intervalnya selama 3 bulan, Kan Goblog!",awal vaksin covid aman efektif dan halal lalu beri lindung kemudian tidak cegah tular tular dan parah terus tidak cegah mati akhir terus paksa suntik jarak interval lama bulan kan goblog,0
19,"@KompasTV lama2 rakyat jadi curiga...
apa bener vaksin ini alat efektif atasi covid?

jangan jangan ini cumak alat negara keruk duit APBN",lama rakyat jadi curiga apa benar vaksin ini alat efektif atas covid jangan jangan ini cumak alat negara keruk duit apbn,0
20,"Vaksinasi terbaik adalah vaksinasi yang dilakukan sekarang juga. 

Tak perlu pilih-pilih merk dan jenis vaksin, karena semua vaksin yg didatangkan pemerintah terbukti aman, bermutu &amp; efektif melawan COVID-19

Jangan ditunda-tunda, yg udah dapat gilirannya yuk segera vaksinasi.",vaksinasi baik adalah vaksinasi yang laku sekarang juga tidak perlu pilih pilih merk dan jenis vaksin karena semua vaksin yang datang perintah bukti aman mutu amp efektif lawan covid jangan tunda tunda yang sudah dapat gilir yuk segera vaksinasi,1
21,"Makin cepat vaksinasi makin banyak orang yang terlindungi. 

Tak perlu pilih-pilih merk dan jenis vaksin, karena semua vaksin yang didatangkan pemerintah telah terbukti aman, bermutu dan efektif melawan COVID-19. Yang udah dapat gilirannya segera vaksinasi ya.",makin cepat vaksinasi makin banyak orang yang lindung tidak perlu pilih pilih merk dan jenis vaksin karena semua vaksin yang datang perintah telah bukti aman mutu dan efektif lawan covid yang sudah dapat gilir segera vaksinasi iya,1
22,"@TheGuardiannn_ Setauku si boleh2 aja krn vaksin tujuannya buat mencegah kena covid atau membentuk antibodi. 

Kenapa 6 bln bru boleh karena setelah 6 bln efektif vaksin ada penurunan. 

Jd klo vaksin lbh cpt kemungkinan ya agak redudant aja tp klo mau ikutin saran ya hrs 6 bln tgu di app muncul",tau sih boleh saja karena vaksin tuju buat cegah kena covid atau bentuk antibodi kenapa bulan baru boleh karena telah bulan efektif vaksin ada turun jadi kalo vaksin lebih cepat mungkin iya agak redudant saja tapi kalo mau ikut saran iya harus bulan tunggu di app muncul,0
23,"@CNNIndonesia Berarti efektif, 18.000 orang (yang sudah vaksinasi)  terinfeksi covid, hanya 35 yang meninggal dunia.",arti efektif orang yang sudah vaksinasi infeksi covid hanya yang tinggal dunia,0
24,"@mysalt_sunshine @LagiAkunku @ElonS20 @widiawulans @CNNIndonesia Memang betul pengalaman terinfeksi secara langsung lebih efektif dibandingkan memasukkan dengan sengaja virus yang sudah dilemahkan kedalam tubuh, tetapi virus Corona ini dapat beresiko Kematian sehingga untuk mengurangi resiko tersebut diciptakan lah vaksin",memang betul alam infeksi cara langsung lebih efektif banding masuk dengan sengaja virus yang sudah lemah dalam tubuh tetapi virus corona ini dapat resiko mati sehingga untuk kurang resiko sebut cipta lah vaksin,0
25,Vaksin menjadi salah satu tindakan yang paling efektif untuk mencegah paparan virus atau bakteri apapun yang dapat menyebabkan penyakit. Salah satunya adalah virus corona.,vaksin jadi salah satu tindak yang paling efektif untuk cegah papar virus atau bakteri apa yang dapat sebab sakit salah satu adalah virus corona,1
26,"@arifbsantoso @prastow @KemenkesRI @KawanLBP Sampai sekarang aku belum paham mengapa swab hidung tetap jadi patokan terinfeksi

Padahal vaksin Covid hanya memicu pembentukan IgG spesifik.
Utk membunuh virus yg masuk jaringan/darah, IgG efektif

Utk membunuh virus di mukosa hidung butuh IgA ➡️ virus di hidung ya tetap eksis",sampai sekarang saya belum paham mengapa swab hidung tetap jadi patok infeksi padahal vaksin covid hanya picu bentuk igg spesifik untuk bunuh virus yang masuk jaring darah igg efektif untuk bunuh virus di mukosa hidung butuh iga virus di hidung iya tetap eks,0
27,@PolisiSukoharjo vaksin dan prokes kombinasi efektif memutus penyebaran covid ... semoga cepat berakhir,vaksin dan prokes kombinasi efektif putus sebar covid moga cepat akhir,1
28,"@Partono_ADjem Dulu lagi awal2 covid masih rame, ada ibu prof ahlinya virus bilang : selama v. Covid blm stabil alias mutasi terus, maka vaksin tidak akan efektif.
Terbukti kan.",dulu lagi awal covid masih ramai ada ibu prof ahli virus bilang lama covid belum stabil alias mutasi terus maka vaksin tidak akan efektif bukti kan,0
29,"@humaskedirires @BANGSAygSUJUD Masker sangat efektif cegah penularan Covid 19
#PatuhiLaksanakanProkes
Dukung Percepat Vaksinasi",masker sangat efektif cegah tular covid dukung cepat vaksinasi,0
30,"“Vaksin efektif dalam mencegah terinfeksi Covid-19, serta efektif mencegah perburukan kondisi tubuh bila terpapar virus ini. Sehingga masyarakat semakin kebal, dan otomatis ekonomi bisa bergerak karena mobilitas orang dan barang dapat terus berlanjut,” tuturnya.",vaksin efektif dalam cegah infeksi covid serta efektif cegah buru kondisi tubuh bila papar virus ini sehingga masyarakat makin kebal dan otomatis ekonomi bisa gerak karena mobilitas orang dan barang dapat terus lanjut tutur,1
31,"@dr_koko28 Terbuti ya dok , vaksin ke 1 - 3 sampe boster gak efektif alias percuma  , faktanya yg dah vaksin katanya kena2 lg ., bahkan orang dah perna kena covid itu percumah juga gak bentuk anti body ., dadjal emang kerenn",terbut iya dok vaksin ke sampai boster enggak efektif alias percuma fakta yang deh vaksin kata kena lagi bahkan orang deh pernah kena covid itu percumah juga enggak bentuk anti body dadjal memang keren,0
32,"@gozalli_achmad @rizkiaa @detikcom Coba baca sejara vaksin. Pada dasarnya Vaksin itu fungsinya mencegah penyakit menular, bukan mengurangi gejala. ntah knp skrng fungsinya menjadi meringankan gejala. Harus diakui smua vaksin covid ini blm efektif tp dipaksakan untuk dijual tentunya tujuan utama mreka BISNIS",coba baca jara vaksin pada dasar vaksin itu fungsi cegah sakit tular bukan kurang gejala entah kenapa sekarang fungsi jadi ringan gejala harus aku semua vaksin covid ini belum efektif tapi paksa untuk jual tentu tuju utama mereka bisnis,0
33,"@glrhn Bisa aja nanti vaksin jenis yg sekarang dipakai tidak efektif lagi digunakan melawan mutasi virus. Atau muncul wabah baru dengan patogen yg berbeda tapi gejala yg mirip covid19. Baik keduanya, membutuhkan vaksin yg baru. Saat itu, mungkin akan lebih banyak orang yg ragu divaksin.",bisa saja nanti vaksin jenis yang sekarang pakai tidak efektif lagi guna lawan mutasi virus atau muncul wabah baru dengan patogen yang beda tapi gejala yang mirip covid baik dua butuh vaksin yang baru saat itu mungkin akan lebih banyak orang yang ragu vaksin,1
34,"@timmrzac Aku booster pun baru seminggu entah efektif ke tak tu haha..tp aku ada ambik influenza sebulan yg lalu so maybe tu boleh jd penyebab jgk kot sbb vaksin influenza kan nak sama dgn vaksin covid. 

Breathing kena buat hari2",saya booster pun baru minggu tidak tahu efektif ke tidak itu tertawa tapi saya ada ambik influenza bulan yang lalu sok maybe itu boleh jadi sebab juga kot sebab vaksin influenza kan mau sama dengan vaksin covid breathing kena buat hari,0
35,"@Stevaniehuangg Politik belum kelar. Sudah terbukti corona yg di negara kita ini sebagian besar varian Delta bukan omicron, dan vaksinasi terbukti efektif untuk Delta, babeh sudah berpolitik anti vaksinasi. Kalau ada korban akibat politik?",politik belum kelar sudah bukti corona yang di negara kita ini bagi besar varian delta bukan omicron dan vaksinasi bukti efektif untuk delta babeh sudah politik anti vaksinasi kalau ada korban akibat politik,0
36,Jika vaksin covid efektif harisnya jakarta sudah bebas covid karena warganya 80% lebih sudah di vaksin.. tetapi mengapa yg sudah di bosster pun masih kena covid... hentikan vaksin yg tidak efektif cari vaksin yg benar² bukan vaksin kaleng kaleng,jika vaksin covid efektif haris jakarta sudah bebas covid karena warga lebih sudah di vaksin tetapi mengapa yang sudah di mau ter pun masih kena covid henti vaksin yang tidak efektif cari vaksin yang benar bukan vaksin kaleng kaleng,0
37,"@ana_ot @Ronnie_Rusli artinya mrna lebih efektif terjadi perlawanan antibodi. saya curiganya sinovac nggak efektif!

saya merasa orang indonesia itu sudah tepapar covid semuanya dan punya antibodi, begitu disuntik moderna jadi 'sakit', kalo pake sinovac nggak kerasa 'sakit' karena vaksin jelek!",arti mrna lebih efektif jadi lawan antibodi saya curiga sinovac enggak efektif saya rasa orang indonesia itu sudah tepapar covid semua dan punya antibodi begitu suntik moderna jadi sakit jika pakai sinovac enggak rasa sakit karena vaksin jelek,0
38,"Ingat, vaksinasi telah terbukti efektif mencegah angka kesakitan dan kematian akibat infeksi Covid-19 dan ini menjadi ikhtiar kita bersama mengakhiri pandemi. Jadi jangan menunda vaksin dan segerakan jika sudah waktunya.",ingat vaksinasi telah bukti efektif cegah angka sakit dan mati akibat infeksi covid dan ini jadi ikhtiar kita sama akhir pandemi jadi jangan tunda vaksin dan segera jika sudah waktu,0
39,"@KemenkesRI Buktinya mana klo vaksin efektif mencega infeksi Omicron pada anak atw bahkan org dewasa.. data  pasien yg saat ini dinyatakan covid berapa?
Berapa yg tidak di vaksin?
Berapa yg divaksin tahap 1?
Berapa yg tab 2?
Berapa yg Booster?
Berani BUKA2AN? Blm ngomongin soal KIPI y!",bukti mana kalo vaksin efektif mencega infeksi omicron pada anak atau bahkan orang dewasa data pasien yang saat ini nyata covid berapa berapa yang tidak di vaksin berapa yang vaksin tahap berapa yang tab berapa yang booster berani buka an belum omong soal kipi,0
40,"@Wisadono4 Dulu ya seperti ini, dikit2 flu burung dan pada saat ini jika ada yang meninggal karna flu burung pun di katakan covid, dan negara mengeluarkan dana yang cukup banyak untuk vaksin yang nyatanya masih kurang efektif.",dulu iya seperti ini dikit flu burung dan pada saat ini jika ada yang tinggal karena flu burung pun di kata covid dan negara keluar dana yang cukup banyak untuk vaksin yang nyata masih kurang efektif,0
41,"Molnupiravir sejauh ini jadi obat Covid19 yang paling efektif &amp; teruji klinis. kenapa tidak fokus disempurnakan  &amp; dilaunching sbg obat resmi Covid?
Ya Molnupiravir dilaunching, PCR gak laku, Vaksin yang udah dibeli mubajir,  Peli / #pedulilindungi gak guna, gak cuan dong 🤣🤣",molnupiravir jauh ini jadi obat covid yang paling efektif amp uji klinis kenapa tidak fokus sempurna amp dilaunching bagai obat resmi covid iya molnupiravir dilaunching pcr enggak laku vaksin yang sudah beli mubajir pel enggak guna enggak cuan dong,0
42,"@sihatselamanya Dah kena covid pastu kena vaksin lagi... bila tanya cakap orang bodoh. Kalau studies pun cakap kadar efektif sama, why bother to vax?",deh kena covid pastu kena vaksin lagi bila tanya cakap orang bodoh kalau studies pun cakap kadar efektif sama why bother tapi vax,0
43,"@ProfesorZubairi Nah ini yg mau sy tny kan kdp doktr2 ina.
Jd vaksin sbrp efektif &amp; mmpu. 
Eropa n as sdh lepas brti mndkan vaksin good. Bs mnjdi kkblan tubuh
Brti covid hal lumrah spti vaksin lain
Newnormal. covid ada &amp; mmg ada tp kt sdh pny antibodi. Nahtdk perlu lg test2 swab. Pahamga smpe sni",nah ini yang mau saya tanya kan kdp doktr ina jadi vaksin sbrp efektif amp mmpu eropa as sudah lepas brti mndkan vaksin good bisa jadi kkblan tubuh brti covid hal lumrah seperti vaksin lain newnormal covid ada amp memang ada tapi kita sudah punya antibodi nahtdk perlu lagi test swab pahamga sampai sini,1
44,"Vaksinasi anti SARSCOV2 terbukti efektif mengurangi kejadian sakit COVID berat dan angka perawatan di RS, di seluruh dunia, meskipun tidak mencegah terinfeksi. Vaksin ini juga aman. Pastikan sudah lengkap minimal 2 dosis. Manfaatkan semua peluang upaya pencegahan yang ada",vaksinasi anti sarscov bukti efektif kurang jadi sakit covid berat dan angka awat di rs di seluruh dunia meski tidak cegah infeksi vaksin ini juga aman pasti sudah lengkap minimal dosis manfaat semua peluang upaya cegah yang ada,0
45,Daripada statistik ini kita dapat simpulkan bahawa vaksin telah berjaya mengurangkan impak jangkitan Covid-19 kepada kesihatan secara efektif.,daripada statistik ini kita dapat simpul bahawa vaksin telah jaya kurang impak jangkit covid kepada kesihatan cara efektif,1
46,"@setkabgoid @BudiGSadikin @KemenkesRI 3.Makin Gencar Meningkatkn:
Vaksinasi 1,2,Booster
3T

4.Juml Sembuh harian smg slalu lbh bnyk dr positif covid

5.Mengupayakn Maksimal,smg:
-Positif covid harian kian mnurun

-Pnyebaran omicron Tidak Meluas

6.Sistem Pemantauan efektif bagi isoman di rmh

Pandemi
SMG MAKIN MEREDA",makin gencar meningkatkn vaksinasi booster juml sembuh hari moga selalu lebih banyak dari positif covid mengupayakn maksimal moga positif covid hari kian mnurun pnyebaran omicron tidak luas sistem pantau efektif bagi isoman di rumah pandemi moga makin reda,1
47,"@tbhirawa @BuKasunNdeso Bebas com? 
Maren bknnya dijadikan persyaratan administrasi,  perjalanan
Maren siapa yg nyegatin sopir2 n vaksin di tempat? 
Lu yg ga nyampe ksno tp vaksin Covid19 mang mnyebabkn demikian utk bbrp orang,  makanya ikutin tuh ahli yg bener bkn yg aman da efektif tau2nya ada yg mati",bebas com maren bukan jadi syarat administrasi jalan maren siapa yang nyegatin sopir vaksin di tempat kamu yang enggak sampai ksno tapi vaksin covid memang mnyebabkn demikian untuk beberapa orang makanya ikut itu ahli yang benar bukan yang aman sudah efektif tahu nya ada yang mati,0
48,"@bsh0084raa @firmanstosa pinter lah . bikin vaksin efektif itu 10 - 15 tahun , ini setahun juga belum ada , dan ternyata hasilnya ga ngaruh , tetep saja kena corona",pintar lah buat vaksin efektif itu tahun ini tahun juga belum ada dan nyata hasil enggak pengaruh tetap saja kena corona,0
49,"@SutrisnoWajar @HumasPolresTem1 Selain menggunakan masker, cara yang efektif untuk melindungi diri dan orang lain dari penularan Covid-19 adalah mencuci tangan secara teratur, tutup mulut saat batuk dengan lipatan siku atau tisu, dan jaga jarak minimal satu meter

#SinergiCegahPandemi
Akselerasi Vaksin Booster",selain guna masker cara yang efektif untuk lindung diri dan orang lain dari tular covid adalah cuci tangan cara atur tutup mulut saat batuk dengan lipat siku atau tisu dan jaga jarak minimal satu meter akselerasi vaksin booster,1
50,"@HumasPolresTem1 Selain menggunakan masker cara yang efektif untuk melindungi diri dan orang lain dari penularan Covid-19 yakni mencuci tangan teratur, tutup mulut saat batuk, dan jaga jarak minimal satu meter satu sama lain
#SinergiCegahPandemi
Akselerasi Vaksin Booster",selain guna masker cara yang efektif untuk lindung diri dan orang lain dari tular covid yakni cuci tangan atur tutup mulut saat batuk dan jaga jarak minimal satu meter satu sama lain akselerasi vaksin booster,1
51,"@HumasPolresTem1 Selain menggunakan masker, cara yg efektif lainnya untuk melindungi diri &amp; orang lain dari penularan Covid-19 adlh mencuci tangan scr teratur, tutup mulut saat batuk dngn lipatan siku / tisu, &amp; jaga jarak minimal satu meter.

#SinergiCegahPandemi
Akselerasi Vaksin Booster",selain guna masker cara yang efektif lain untuk lindung diri amp orang lain dari tular covid adalah cuci tangan cara atur tutup mulut saat batuk dengan lipat siku tisu amp jaga jarak minimal satu meter akselerasi vaksin booster,0
52,"Selain menggunakan masker,cara yg efektif untuk melindungi diri dan orang lain dari penularan Covid-19 adalah cuci tangan secara teratur, tutup mulut saat batuk dgn lipatan siku atau tisu, jaga jarak minimal satu meter satu sama lain
#SinergiCegahPandemi
Akselerasi Vaksin Booster",selain guna masker cara yang efektif untuk lindung diri dan orang lain dari tular covid adalah cuci tangan cara atur tutup mulut saat batuk dengan lipat siku atau tisu jaga jarak minimal satu meter satu sama lain akselerasi vaksin booster,1
53,"@HumasPolresTem1 Selain menggunakan masker, cara yang efektif lainnya untuk melindungi diri dan orang lain dari penularan Covid-19 adalah mencuci tangan secara teratur, tutup mulut saat batuk dengan lipatan siku atau tisu, dan jaga jarak min 1 meter

#SinergiCegahPandemi
Akselerasi Vaksin Booster",selain guna masker cara yang efektif lain untuk lindung diri dan orang lain dari tular covid adalah cuci tangan cara atur tutup mulut saat batuk dengan lipat siku atau tisu dan jaga jarak min meter akselerasi vaksin booster,1
54,"Selain menggunakan masker, cara yang efektif lainnya untuk melindungi diri &amp;orang lain dari penularan Covid-19 adalah mencuci tangan scr teratur,tutup mulut saat batuk dgn lipatan siku atau tisu &amp;jga jarak minim 1 mtr satu sama lain

#SinergiCegahPandemi
Akselerasi Vaksin Booster",selain guna masker cara yang efektif lain untuk lindung diri amp orang lain dari tular covid adalah cuci tangan cara atur tutup mulut saat batuk dengan lipat siku atau tisu amp juga jarak minim mtr satu sama lain akselerasi vaksin booster,0
55,"@HumasPolresTem1 Selain menggunakan masker, cara yang efektif lainnya untuk melindungi diri dan orang lain dari penularan Covid-19 adalah dengan menerapkan 5m

#SinergiCegahPandemi
Akselerasi Vaksin Booster",selain guna masker cara yang efektif lain untuk lindung diri dan orang lain dari tular covid adalah dengan terap akselerasi vaksin booster,1
56,"@HumasPolresTem1 Selain menggunakan masker, cara yang efektif lainnya untuk melindungi diri dan orang lain dari penularan Covid-19 adalah mencuci tangan secara teratur, tutup mulut saat batuk dengan lipatan siku atau tisu, dan jaga jarak minimal.

#SinergiCegahPandemi
Akselerasi Vaksin Booster",selain guna masker cara yang efektif lain untuk lindung diri dan orang lain dari tular covid adalah cuci tangan cara atur tutup mulut saat batuk dengan lipat siku atau tisu dan jaga jarak minimal akselerasi vaksin booster,1
57,"Selain gunakan masker,cara yg efektif lainnya utk melindungi diri dan orang lain dri penularan Covid19 adalah cuci tangan scr teratur,tutup mulut saat batuk dgn lipatan siku atau tisu,dan jaga jarak minimal satu meter satu sama lain

#SinergiCegahPandemi
Akselerasi Vaksin Booster",selain guna masker cara yang efektif lain untuk lindung diri dan orang lain dari tular covid adalah cuci tangan cara atur tutup mulut saat batuk dengan lipat siku atau tisu dan jaga jarak minimal satu meter satu sama lain akselerasi vaksin booster,1
58,"@ferizandra Dari ke2 berita tersebut kata kuncinya Vaksinasi tak efektif melawan covad-covid.
Kepala² daerah berperan aktif dlm mengkampanyekan vaksinasi,jadi bila ada antar pejabat silang pendapat dikarenakan yg jadi bonekanya kelewat polanga plongo.",dari ke berita sebut kata kunci vaksinasi tidak efektif lawan covad covid kepala daerah peran aktif dalam kampanye vaksinasi jadi bila ada antar jabat silang dapat karena yang jadi boneka lewat polanga plongo,0
59,"@BNPB_Indonesia 3.Masyarakat di Daerah2,RI Slalu Disiplin Prokes 5M.
Jangan kendor,lengah Prokes

4.Makin gencar meningkatkn:
-Vaksinasi 1,2,Booster
-3T
-Juml SEMBUH/Hari

5.Sistem Pemantauan thdp Isoman di rumah
smg lbh efektif.
Mcegah pnularan covid.
Smg lekas sembuh

Pandemi
SMG MAKIN MEREDA.",masyarakat di daerah ri selalu disiplin prokes jangan kendor lengah prokes makin gencar meningkatkn vaksinasi booster juml sembuh hari sistem pantau hadap isoman di rumah moga lebih efektif mcegah pnularan covid moga lekas sembuh pandemi moga makin reda,1
60,"Kalian yg sudah di Vaksin:
Apakah efektif mencegah penularan Covid?
Apakah anda tahu kandungan vaksin itu?
Apakah anda mengerti efek dr vaksin yang sebenarnya?
Setelah di vaksin apakah ada perubahan psikis dlm diri anda?",kalian yang sudah di vaksin apakah efektif cegah tular covid apakah anda tahu kandung vaksin itu apakah anda erti efek dari vaksin yang benar telah di vaksin apakah ada ubah psikis dalam diri anda,1
61,"Memang pada akhirnya kita harus udah bersahabat dng covid. Yakin bahwa vaksin terbukti efektif menurunkan tingkat keparahan gejala dan tingkat kematian krn covid.
Angka positif tinggi hitunglah sbg teguran buat yg kekeuh gak mau divaksin.",memang pada akhir kita harus sudah sahabat dengan covid yakin bahwa vaksin bukti efektif turun tingkat parah gejala dan tingkat mati karena covid angka positif tinggi hitung bagai tegur buat yang keras kepala enggak mau vaksin,1
62,"@Budiarto6575 @fadlizon Jangan berprasangka buruk mas

Covid ini 1000% nyata.
Saya ""terkapar"" kena Covid  6 bulan yl

Vaksin 1000% efektif meringankan gejala

Soal ada yg memanfaatkan utk peluang bisnis??
Lha, karakter orang kan macam²

Dari jaman dulu di masyarakat banyak kok yg ""apa aja jadi bisnis""",jangan prasangka buruk mas covid ini nyata saya kapar kena covid bulan yang lain vaksin efektif ringan gejala soal ada yang manfaat untuk peluang bisnis lah karakter orang kan macam dari jaman dulu di masyarakat banyak kok yang apa saja jadi bisnis,0
63,"Aplikasi Pedulilindungi gak efektif krn tdk digunakan utk masuk gedung, pasar, restoran, toko dan tempat berkumpulnya orang. Aplikasi PL juga tdk memperlihatkan bila kita beresiko terpapar covid didlm ruangan. PL hanya berguna utk sertifikat vaksin",aplikasi pedulilindungi enggak efektif karena tidak guna untuk masuk gedung pasar restoran toko dan tempat kumpul orang aplikasi pl juga tidak lihat bila kita resiko papar covid didlm ruang pl hanya guna untuk sertifikat vaksin,0
64,"@dr_koko28 Terbukri vaksin yg kalian kampanyekan gak efektif nangkal virus 😀😀. Gitu kok solusinya tetap  booster.Bisa jadi karena kebnykn pakai masker  kekurangan 0ksigen yg dihirup malah buat imun makin anjlok.Malas ah prokas prokes.Kena covid,? Ya biar aja.Jk imun bagus, sehat sendiri.",terbukri vaksin yang kalian kampanye enggak efektif nangkal virus begitu kok solusi tetap booster bisa jadi karena kebnykn pakai masker kurang ksigen yang hirup bahkan buat imun makin anjlok malas ah prokas prokes kena covid iya supaya saja jika imun bagus sehat sendiri,0
65,"@ruki_yahea Pernah baca articel pembuatan vaksin yang efektif memerlukan waktu sekitar 4-5 tahun
Tapi kita tau covid 19 dari beberapa bulan bermutasi menjadi beberapa varian 
Dari pandangan medis hal apa yang dilakukan untuk membuat vaksin yang efektif jika kondisi virus nya bermutasi terus",pernah baca articel buat vaksin yang efektif perlu waktu sekitar tahun tapi kita tahu covid dari beberapa bulan mutasi jadi beberapa varian dari pandang medis hal apa yang laku untuk buat vaksin yang efektif jika kondisi virus nya mutasi terus,1
