,raw,clean,prediction
22,"@raaawrrr Iya vaksin di gratiskan, sementara di beberapa negara ada yang penduduknya kekurangan vaksin atau harus bayar. Bukan masalah belain atau engga sih, kalo memang ga setuju ayo suarakan opini supaya covid cepat selesai. Jangan protes doang tanpa solusi",iya vaksin di gratis sementara di beberapa negara ada yang duduk kurang vaksin atau harus bayar bukan masalah bela atau enggak sih jika memang enggak tuju ayo suara opini supaya covid cepat selesai jangan protes doang tanpa solusi,0
23,"Setiap tahun kena jatah covid --""
Untung vaksin gratis, kalau bayar tak minta refund --""",tiap tahun kena jatah covid untung vaksin gratis kalau bayar tidak minta refund,0
24,"Suami ku didiagnosis kena covid..
Dia ngomel2 krn uda vaksin 2x masih kena juga,mana harus keluar duit utk tes,dia bilang antigen 19 rb ngapain bayar 100 rb..uda gitu dia masih demam juga,belum lagi harus karantina..😂😂😂",suami ku diagnosis kena covid dia ngomel karena sudah vaksin masih kena juga mana harus keluar duit untuk tes dia bilang antigen ribu kapai bayar ribu sudah begitu dia masih demam juga belum lagi harus karantina,0
25,"taat prokes, sudah.
vaksin, sudah.
kerja di rumah, sudah.
bayar pajak, sudah.
tapi WNA-WNI bebas masuk keluar wilayah RI untuk urusan sepele; wisata, demi cuan.
abadilah covid di negeriku tercinta.
makin sayang kamu deh.",taat prokes sudah vaksin sudah kerja di rumah sudah bayar pajak sudah tapi wna wni bebas masuk keluar wilayah ri untuk urus sepele wisata demi cuan abadi covid di negeri cinta makin sayang kamu deh,0
26,"Vaksin dan booster. Elok le semua rakyat Malaysia ikut je cakap @Khairykj @DGHisham. Amek je. Free pun. Bukan kena bayar. Selain tu,🐒jaan depa bukan tahu mcmmana nak tangani covid-19. Harap V&amp;B je. Team @DrAdhamBaba yg da 2 thn konon buat research pun tak tahu apa yg depa cari.",vaksin dan booster elok boleh semua rakyat malaysia ikut je cakap amek je bebas pun bukan kena bayar selain itu jaan depa bukan tahu mcmmana mau tangan covid harap amp je team yang sudah tahun konon buat research pun tidak tahu apa yang depa cari,1
27,@kikojoe_epul @realDrMAZA Kerajaan pun patut minta mereka yg kena covid bayar kos rawatan sendiri jika tak amik vaksin / booster.. vaksin kan pilihan 😀,raja pun patut minta mereka yang kena covid bayar kos rawat sendiri jika tidak amik vaksin booster vaksin kan pilih,0
28,"Engkorang belum rasa lagi side effect vaksin nak pergi Umrah. Dah la bayar RM100 lebih, lepas tu penangan dia lagi kuat dari vaksin covid. Tapi dah menggelupur demam sikit tak boleh",engkorang belum rasa lagi side effect vaksin mau pergi umrah deh lah bayar rm lebih lepas itu nang dia lagi kuat dari vaksin covid tapi deh gelupur demam sikit tidak boleh,0
29,"@Ivan_fadillah97 @Yugi_6969 @detikcom serah lu kalo ga mau vaksin,yang susah lu sendiri,kalo kena covid jangan ke rumah sakit dan ambil obat yang disediain pemerintah y,ke rumah sakit swasta aja bayar sendiri boleh menolak vaksin tapi jangan nyusahin pemerintah kalau tau diri🤣",serah kamu jika enggak mau vaksin yang susah kamu sendiri jika kena covid jangan ke rumah sakit dan ambil obat yang ain perintah ke rumah sakit swasta saja bayar sendiri boleh tolak vaksin tapi jangan susah perintah kalau tahu diri,0
30,"RUPANYA RAMAI LAGI RAKYAT MALAYSIA YANG ADA DI INDONESIA TAK DI VAKSIN SEBAB TAK MEMILIKI KITAS (SEPERTI PERMIT KERJA/SURAT KETERANGAN TEMPAT KERJA)

KAT MALAYSIA PULAK ORANG INDON YANG XDE DOKUMEN PUN KITA CUCUK. BUKAN TU JE KENA COVID PUN FREE TAK YAH BAYAR! SIAL!",rupa ramai lagi rakyat malaysia yang ada di indonesia tidak di vaksin sebab tidak milik kitas seperti permit kerja surat terang tempat kerja kat malaysia pula orang indon yang xde dokumen pun kita cucuk bukan itu je kena covid pun bebas tidak ya bayar sial,0
31,"@AafTaHer @firzahusainInc Kalau yg teriak2 tolak Vaksin (tapi dirinya sudah V3) dan tolak ProKes, mestinya kalau tertular Covid-19 ya mau bayar sendiri 🤭🤭🤭",kalau yang teriak tolak vaksin tapi diri sudah dan tolak prokes mesti kalau tular covid iya mau bayar sendiri,0
32,"@Alamsya12199033 @semesta kalo vaksin itu manfaat, ngantor di puncak merapi juga orang akan antri berani bayar sejuta...
ga usah di ancem denda segala, apalagi di paksa paksa...

udah NYATA  vaksin covid lebih banyak mudharat dari manfaatnya.",jika vaksin itu manfaat ngantor di puncak rapi juga orang akan antri berani bayar juta enggak perlu di ancem denda segala apalagi di paksa paksa sudah nyata vaksin covid lebih banyak mudharat dari manfaat,0
33,"@greatlove_sir @tastaptian @RiboetKenArok @BanserGila @ribert_yayan @abu_waras Gw bilang gak becus??? Hellooooow... 
Gw bilang vaksin gak gratis-gratis banget. 
Karena masyarakat juga bayar pajak. 
Lah, covid emank jadi pandemi global?
Emank Indi aja yg terdampak?? 
Kalau pemerintah gak ambil aksi atasi covid, bisa dikucilkan dunia internasional. 
Hellowwww",gue bilang enggak becus halo gue bilang vaksin enggak gratis gratis banget karena masyarakat juga bayar pajak lah covid memang jadi pandemi global memang indi saja yang dampak kalau perintah enggak ambil aksi atas covid bisa kucil dunia internasional halo,0
34,"@Djarwinchitta @SantorinisSun @4Y4NKZ @SahabatSaber @YRadianto @vita_AVP @Kita_AMLTF @ChusnulCh__ @soen_cak @KaredokLeunca__ @Natalie__Christ Masalahnya kelakuan dia sendiri yg membuat org jd pd menertawakan...

SMK lahh.. Gak kan hutang luar negeri lahh.. 11rb T dikantong lahh.. Covid dtg dia malah bayar bajer utk promosi wisata.. Mau ekspor vaksin.. Ibukota baru tanpa apbn lah..",masalah laku dia sendiri yang buat orang jadi pada tertawa smk lah enggak kan hutang luar negeri lah ribu kantong lah covid datang dia bahkan bayar bajer untuk promosi wisata mau ekspor vaksin ibukota baru tanpa apbn lah,0
35,"@sibabang ngak sih..
karena dia udah kena covid 2x, ga boleh vaksin kata dokternya karena auto immun.
Yang pertama hampir meninggoy...

Akhirnya nyari channel buat bayar 15 juta, otherwise ga bisa kerja atau meeting ke manapun",enggak sih karena dia sudah kena covid enggak boleh vaksin kata dokter karena auto immun yang pertama hampir meninggoy akhir cari channel buat bayar juta otherwise enggak bisa kerja atau meeting ke mana,0
36,"Untuk di Prancis, kita bisa verifikasi vaksin dan dapet Pass Sanitaire dengan barcode. Ke mana2 harus nunjukin dokumen ini. Daftar ke farmasi, bayar  36 euro. Dengan ini, kita juga bisa tes covid gratis, lalu diberi barcode lg.",untuk di prancis kita bisa verifikasi vaksin dan dapat apa sanitaire dengan barcode ke mana harus nunjukin dokumen ini daftar ke farmasi bayar euro dengan ini kita juga bisa tes covid gratis lalu beri barcode lagi,1
37,"@Khairykj @KKMPutrajaya Skrg ni biar je org yg xnak pakai mask, xnak vaksin. Kena hospitalized on covid, suruh mrk bayar bil. Klu mati, biar mrk uruskan sendiri. Buang masa, buang duit, buang tenaga frontliners dah kerah 2,3 thn ni.",sekarang ini supaya je orang yang xnak pakai mask xnak vaksin kena hospitalized on covid suruh mereka bayar bil kalau mati supaya mereka urus sendiri buang masa buang duit buang tenaga frontliners deh kerah tahun ini,0
38,@drpriono1 Ada orang yg memang tidak boleh divaksin dan memiliki surat dokter tidak boleh vaksin. Jika ybs terkena covid apakah harus bayar perawatan RS sendiri dok? Kasian kan. Dia tdk bisa vaksin bukan krn keinginannya. Mohon penjelasannya.,ada orang yang memang tidak boleh vaksin dan milik surat dokter tidak boleh vaksin jika ybs kena covid apakah harus bayar awat rs sendiri dok kasihan kan dia tidak bisa vaksin bukan karena ingin mohon jelas,0
39,@TumburMangiring @SantorinisSun Anda mau bayar lembur gurunya? Sudah tanya pendapat guru yg AKAN tambah jam kerja akibat beberapa orang egois dan gobloq yg ga paham fungsi vaksin dan ga paham juga bahwa bahaya covid itu NYATA?,anda mau bayar lembur guru sudah tanya dapat guru yang akan tambah jam kerja akibat beberapa orang egois dan gobloq yang enggak paham fungsi vaksin dan enggak paham juga bahwa bahaya covid itu nyata,0
40,@yunartowijaya Giliran kena covid minta dirawat gratis harusnya kaya Singapura yg ga mau vaksin kena covid dirawat bayar sendiri,gilir kena covid minta rawat gratis harus kayak singapura yang enggak mau vaksin kena covid rawat bayar sendiri,0
41,"@SantorinisSun Di buat peraturan saja, yang tidak mau di vaksin kalau sampai terpapar covid biaya rumah sakit bayar sendiri, itu yang pas",di buat atur saja yang tidak mau di vaksin kalau sampai papar covid biaya rumah sakit bayar sendiri itu yang pas,0
42,"@MprAldo Orasinya di tambahin,
Yg percaya omongan saya dan tidak vaksin kalo kena Covid, SAYA YANG BAYAR PENGOBATANNYA.
Jadi jangan cuma modal komporin UMMAT doang, tapi kedepannya gak mau TANGGUNG JAWAB.",orasi di tambah yang percaya omong saya dan tidak vaksin jika kena covid saya yang bayar obat jadi jangan cuma modal komporin ummat doang tapi depan enggak mau tanggung jawab,0
43,"@yunartowijaya Kalau kena covid, bayar sendiri lah.
Jangan minta pemerintah kalau ga mau divaksin.
Seperti Singapore, ga mau vaksin ga apa2 kalau kena covid bayar biaya rumah sakit sendiri.",kalau kena covid bayar sendiri lah jangan minta perintah kalau enggak mau vaksin seperti singapore enggak mau vaksin enggak apa kalau kena covid bayar biaya rumah sakit sendiri,0
44,"kadang bingung ya sama orang2 udah dikasi regulasi yg enak buat vaksin covid 19 sekarang tapi masih aja ngeluh2 dan komplain… . gratis salah, bayar tambah salah…. piyeeee to…leeee",kadang bingung iya sama orang sudah kasi regulasi yang enak buat vaksin covid sekarang tapi masih saja ngeluh dan komplain gratis salah bayar tambah salah piye tapi boleh,0
45,"@dr_koko28 Nah.. itulah pak Dokter
Sebelum vaksinasi harusnya free general checkup. Krn hanya 10% rakyat yg mampu bayar sendiri 
Dana covid19 luar biasa besar

Para orang tua hadang maut demi nafkahi keluarga. Imun mereka ada yg turun stlh divaksin
Para dokter/nakes mengobati yg sakit",nah itu pak dokter belum vaksinasi harus bebas general checkup karena hanya rakyat yang mampu bayar sendiri dana covid luar biasa besar para orang tua hadang maut demi nafkah keluarga imun mereka ada yang turun telah vaksin para dokter tenaga sehat obat yang sakit,0
46,"@GibranAguero2 @endonesa345 @sen_zens @_ekokuntadhi Bkn buat di jual, tp ada oknum yg mau covid tetap ada spy mengais keuntungan pribadi. Mrk di bayar spy jgn menyuntikan vaksin, spy tdk ada imun buat melawan covid",bukan buat di jual tapi ada oknum yang mau covid tetap ada supaya kais untung pribadi mereka di bayar supaya jangan sunti vaksin supaya tidak ada imun buat lawan covid,0
47,"Bayar RM500-3000 untuk dapatkan sijil vaksin palsu tanpa perlu inject ni memang tak pasal2 boleh prolong kadar jangkitan wabak Covid sampai bila2. Nanti bila varian pelik2 muncul kat Malaysia, tak pasal2 kita jugak yg kena travel ban serupa macam yg kena kat South Africa.",bayar rm untuk dapat sijil vaksin palsu tanpa perlu inject ini memang tidak pasal boleh prolong kadar jangkit wabak covid sampai bila nanti bila varian pelik muncul kat malaysia tidak pasal kita juga yang kena travel ban rupa macam yang kena kat south africa,1
48,"@karchasaja @BumiMerahPutih9 @Nicho_Silalahi Coba lo tanya juga ke Kedubes Arab, kenapa kl mau masuk ke Saudi Arabia, lo harus vaksin dulu? Berani lo teriak Fuck-sin ke mrk? Ke luar negeri, jg lo harus tunjukkan bukti vaksin lo. Cuma ikutan demo aja yg perlu divaksin. Tp kalau kena  covid, please bayar berobat sendiri, ya",coba kamu tanya juga ke duta besar arab kenapa kalau mau masuk ke saudi arabia kamu harus vaksin dulu berani kamu teriak fuck sin ke mereka ke luar negeri juga kamu harus tunjuk bukti vaksin kamu cuma ikut demo saja yang perlu vaksin tapi kalau kena covid tolong bayar obat sendiri iya,1
49,"@Adiiiinnnnnn @PancilokP @Nicho_Silalahi Bohir pcr mau bangkrut, rugi bayar karyawan sama sewa lahan,,,, makanya nakuti2 orang untuk tidak vaksin, covid meledak bohir bisa untung,,, 🤭🤭🤭🤭",bohir pcr mau bangkrut rugi bayar karyawan sama sewa lahan makanya nakuti orang untuk tidak vaksin covid ledak bohir bisa untung,0
50,"@siagiansulben @Nicho_Silalahi Belum pernah ada kayaknya ""pemaksaan vaksin"" tapi diwajibkan, karena semua rakyat yg terkena Covid masih jd tanggungan negara. Beda dgan vaksin virus2 yg lain yg bukan pandemi, kalau kalian yg gak setuju vaksin apakah bersedia bayar sendiri biaya perobatan kalau kena Covid??",belum pernah ada seperti paksa vaksin tapi wajib karena semua rakyat yang kena covid masih jadi tanggung negara beda dgan vaksin virus yang lain yang bukan pandemi kalau kalian yang enggak tuju vaksin apakah sedia bayar sendiri biaya obat kalau kena covid,0
51,@abu_waras Divaksin gratis bawel...disuruh bayar rewel...ehhh ga mau vaksin kena covid salahin pemerintah...😁😁,vaksin gratis bawel suruh bayar rewel eh enggak mau vaksin kena covid salah perintah,0
52,"@SantorinisSun Kalo nggak mau vaksin secara pribadi silahkan, buat pernyataan kalo sakit terkait covid bayar sendiri. Tapi kalo mengajak orang lain tidak ikut program pemerintah terkait kesehatan masyarakat itu ya salah. Pak @DivHumas_Polri , apakah berpotensi keonaran?. Tk",jika enggak mau vaksin cara pribadi sila buat nyata jika sakit kait covid bayar sendiri tapi jika ajak orang lain tidak ikut program perintah kait sehat masyarakat itu iya salah pak apakah potensi onar tak,0
53,"@RajaGuguk14 Tdk seorang pun, tidak satu lembagapun, tidak satu perusahaan pun, dan tidak satu pemerintah  yang bisa jamin vaksin bisa menghindari infeksi virus korona. Kenapa harus dipaksa. Kalau mati disuntik vaksin dinyatakan sebagai bunuh diri lagi. Asuransi tdk mau bayar tanggungannya.",tidak orang pun tidak satu lembaga tidak satu usaha pun dan tidak satu perintah yang bisa jamin vaksin bisa hindar infeksi virus korona kenapa harus paksa kalau mati suntik vaksin nyata bagai bunuh diri lagi asuransi tidak mau bayar tanggung,0
54,@ferrykoto @CCICPolri @DivHumas_Polri Suruh aja dia bayar semua biaya perawatan anak2 yg kena covid19 . Kalau dia sebar hoax vaksin!!!,suruh saja dia bayar semua biaya awat anak yang kena covid kalau dia sebar isu bohong vaksin,0
55,@BocaBauKencur Nolak vaksin? Klo kena covid suruh bayar biaya perawatan sendiri,nolak vaksin kalo kena covid suruh bayar biaya awat sendiri,0
56,@TRLvibes @Ronnieojol @mindlipstick @StopPlandemit @MicMedsos Tuh yg goblog dungu bikin mati mall dan tempat2 rame lainya...lihat saja.. Bukti gue kmarin bayar pajak.. Di samsat. Gak di tanya tuh vaksin kartu vaksin ato tes pcr antigen. .  Hayo padahl rame.. 😂 😂 covid  tahu tempat kalo bayar duit k negara Aman2 wkwkwk,itu yang goblog dungu buat mati mall dan tempat ramai lai lihat saja bukti aku kemarin bayar pajak di samsat enggak di tanya itu vaksin kartu vaksin atau tes pcr antigen hayo padahal ramai covid tahu tempat jika bayar duit negara aman wkwkwk,0
57,"@arifbsantoso @BastiaNine @bettegamario @JLau889 @jokowi gw saranin org2 kya elu , bikin perusahaan asuransi kematian. jadi lu pada dateng ke kemenkeu , tanda tangan klo lu pada sanggup bayar kebutuhan makam , dan biaya pengobatan semua orang yg kena covid , dan buat agreement spy vaksin dihentikan skrg jg. gw yakin negara setuju",gue saran orang kaya lu buat usaha asuransi mati jadi kamu pada datang ke kemenkeu tanda tangan kalo kamu pada sanggup bayar butuh makam dan biaya obat semua orang yang kena covid dan buat agreement supaya vaksin henti sekarang juga gue yakin negara tuju,0
58,@yunaayunnn Tak bayar cukai ke lagi ke? Kerajaan guna duit menteri ke beli vaksin? Semua sop covid ni bodoh tak kira dah vaksin ke belum,tidak bayar cukai ke lagi ke raja guna duit menteri ke beli vaksin semua sop covid ini bodoh tidak kira deh vaksin ke belum,0
59,Cucuk jelah vaksin tu dr bayar beratus utk cert vaccine palsu 😫. Tapi tu la vaksin kan pilihan emm. Covid ni slowly bila tengok dah jadi mcm kanser. Ber-stage from 1-4 sbb Covid juga mampu bermutasi sbb tu ada tahap 1-4. Bezanya Covid semua org kena. Psamaan ialah tiada penawar.,cucuk jelah vaksin itu dari bayar atus untuk cevaccine palsu tapi itu lah vaksin kan pilih emm covid ini slowly bila jenguk deh jadi macam kanser ber stage dari sebab covid juga mampu mutasi sebab itu ada tahap bezanya covid semua orang kena psamaan ialah tiada tawar,0
60,"Penting bagi publik mengetahui vaksin booster covid - 19 gratis atau bayar. Namun, penting juga menyampaikan kepada publik proses hukum tersangka Mustofa Nahrawardaya yg sampai hari - hari ini masih bisa tertawa &amp; tak jera.",penting bagi publik tahu vaksin booster covid gratis atau bayar namun penting juga sampai kepada publik proses hukum sangka mustofa nahrawardaya yang sampai hari hari ini masih bisa tertawa amp tidak jera,0
61,"Percuma sih mau aku bawel gimana pun nyuruh vaksin, kl orangnya g percaya covid itu ada. 2022 lho ini, yakalik. Ntar kl kepaksa hrs vaksin dan bayar, salah2in pemerintah. Disuruh vaksin g mau, antigen katanya boros. Tiwas aku emosi, wis bye!!!",percuma sih mau saya bawel bagaimana pun nyuruh vaksin kalau orang percaya covid itu ada lho ini yakalik entar kalau paksa harus vaksin dan bayar salah ini perintah suruh vaksin mau antigen kata boros tiwas saya emosi wis bye,0
62,"@alan09892662 @MantoJc @kumparan Memangnya selama ini vaksin2 sebelum covid gak diperjualbelikan? Vaksin wajib utk anak2 atau vaksin utk dewasa pun, dr jaman anak2 sy kecil jg bayar, kecuali kl di puskesmas. Gak jd pandemi jg. 

Prihatin dgn bu siti fadilah. Knpa pola pikirnya jd begitu. Dulu respek ke beliau.",memang lama ini vaksin belum covid enggak diperjualbelikan vaksin wajib untuk anak atau vaksin untuk dewasa pun dari jaman anak saya kecil juga bayar kecuali kalau di puskesmas enggak jadi pandemi juga prihatin dengan bu siti fadilah kenapa pola pikir jadi begitu dulu respek ke beliau,0
63,"@sirkulangka17 @Haniff_hamzah @HEIZEBELLE Wajib ye kena vaksin. Bukan vaksin Covid, vaksin Meningococal yang kena bayar RM100 lebih pun wajib buat. Kalau tak ada, memang Saudi tak bagi masuk",wajib ye kena vaksin bukan vaksin covid vaksin meningococal yang kena bayar rm lebih pun wajib buat kalau tidak ada memang saudi tidak bagi masuk,0
64,Yang mau booster vaksin covid19 kan sekarang bayar yaa kalau gasalah sebelum divaksin booster mendingan ditanya dulu deh sama dokternya untuk masalah heterobooster. Soalnya simpang siur bgt nih ada yang bilang boleh ada yang bilang gaboleh harus homobooster.,yang mau booster vaksin covid kan sekarang bayar ya kalau enggak salah belum vaksin booster mending tanya dulu deh sama dokter untuk masalah heterobooster soal simpang siur banget ini ada yang bilang boleh ada yang bilang gaboleh harus homobooster,0
65,"Pergi Haji nak buat ibadat, dekatkan diri dengan Allah. Tapi kalau pergi pun dengan cara menipu pasal vaksin… Pastu bawak balik covid. You guys anti vax still tak nampak ke? Allah dah bayar cash kut… buta hati ke camne",pergi haji mau buat ibadat dekat diri dengan allah tapi kalau pergi pun dengan cara tipu pasal vaksin pastu bawa balik covid you teman anti vax masih tidak tampak ke allah deh bayar cash kut buta hati ke camne,1
