raw,clean
"@SisiwittFrida Lahh nslh pandemi covid 19 siapa yg bisa mengelak ibu..? Negara super power aja sempat goncang dibuatnya. Apalagi seperti Indonesia yg hanya sebagai negara berkembang. Apalgi rakyatnya yg sebagian pada tolol disuruh vaksin aja banyak yg tdk mau. Padahal gratis,gimana kalau bayar.",lah nslh pandemi covid siapa yang bisa elak ibu negara super power saja sempat goncang buat apalagi seperti indonesia yang hanya bagai negara kembang apalagi rakyat yang bagi pada tolol suruh vaksin saja banyak yang tidak mau padahal gratis bagaimana kalau bayar
"Yaudala ya yang penting kita bisa terbang, test antigen aje dah bayar tuh antigen seoranh 200 rebay perorang, eh taunya anak dibawah 12 tahun harus PCR juga bos. Anak kita masi dibawah 2 tahun tetep juga PCR soalnya dia belom vaksin covid yaiyala dibawah 2 tahun bos.",yaudala iya yang penting kita bisa terbang test antigen saja deh bayar itu antigen seoranh rebay orang eh tau anak bawah tahun harus pcr juga bos anak kita masih bawah tahun tetap juga pcr soal dia belum vaksin covid yaiyala bawah tahun bos
"On the other side, i know few friends yang tak vaksin, tapi claim vaksin and bayar beribu untuk sijil palsu.

Then kena covid, tapi tak heboh.

Pastu duk claim kata tak pernah kena covid lagi 😭 https://t.co/pw98VwSIFJ",on the other side know few friends yang tidak vaksin tapi claim vaksin dan bayar ibu untuk sijil palsu then kena covid tapi tidak heboh pastu duk claim kata tidak pernah kena covid lagi
Indonesia kapan ga berlakukan karantina lg utk kedatangan internasional? Mending aq bayar vaksin covid drpd duit habis bayar hotel karantina. Mending pake masker 5 lapis bawa hand sanitizer 1 derijen kemana2 drpd karantina. Malesin.,indonesia kapan enggak laku karantina lagi untuk datang internasional lebih baik aku bayar vaksin covid daripada duit habis bayar hotel karantina lebih baik pakai masker lapis bawa hand sanitizer derijen mana daripada karantina malesin
"@dr_koko28 Sekarang nutrisi yg salahin...
Stop sebar ketakutan soal covid
Stop mendewa2kan vaksin sebagai solusi mengatasi covid
Cukupi kebutuhan masyarakat, gembirakan mereka ...
Imun naik g mudah sakit, negara g perlu bayar mahal untuk vaksin.. kcuali emang DAGANG",sekarang nutrisi yang salah stop sebar takut soal covid stop dewa kan vaksin bagai solusi atas covid cukup butuh masyarakat gembira mereka imun naik mudah sakit negara perlu bayar mahal untuk vaksin kcuali memang dagang
"@republikaonline Sekarang itu yang bikin ribet aturannya, 
Sudah vaksin terus kena covid harus isoman 14 hari, eh perusHaN ada yang bayar gaji setengah bahkan ada yang enggk bayar sama sekali,
Terus pemerintah kemana? 
Solusinya apa?",sekarang itu yang buat ribet atur sudah vaksin terus kena covid harus isoman hari eh perushan ada yang bayar gaji tengah bahkan ada yang enggk bayar sama sekali terus perintah mana solusi apa
"@rrasyid34 @KetutRis @ismailhasan13 @pirenaningsih @blogdokter Padahal vaksin korona juga gratis, apa lagi klo bayar 🤣🤣",padahal vaksin korona juga gratis apa lagi kalo bayar
"Pemerintah selalu berkata untuk melawan covid supaya vaksinasi, taat prokes, kurangi mobilitas, sama halnya anjuran supaya bayar pajak tepat pada waktunya, rakyat tidak butuh retorika, rakyat butuh bukti nyata.",perintah selalu kata untuk lawan covid supaya vaksinasi taat prokes kurang mobilitas sama hal anjur supaya bayar pajak tepat pada waktu rakyat tidak butuh retorika rakyat butuh bukti nyata
"@Yani03495310 @OposisiCerdas Coba jelaskan seberapa hancur Corona buat Indonesia,saya gak tanya luar negeri,lalu bagaimana penyelesaian vaksin Mulu gak ada habisnya uang sape tu xg buat bayar gak usah ngaku uang sapa kalau paham IQ Anda tinggi",coba jelas berapa hancur corona buat indonesia saya enggak tanya luar negeri lalu bagaimana selesai vaksin terus enggak ada habis uang sape itu xg buat bayar enggak perlu aku uang sapa kalau paham aku anda tinggi
"@DoddyMaxell @Oming72494594 @WangResa @jansen_jsp Pola berfikir elu aja salah kok bilang orang bodoh.

Vaksin covid gratis?
Itu yg bayar negara. 
Negara bayar pake pajak yg di pungut dari yg vaksin maupun yang menolak vaksin.

Trus yg bodoh siapa?",pola pikir lu saja salah kok bilang orang bodoh vaksin covid gratis itu yang bayar negara negara bayar pakai pajak yang di pungut dari yang vaksin maupun yang tolak vaksin terus yang bodoh siapa
"Kapan tersedia? Gratiskah? Kalau pun bayar, berapa harganya? Yuk, cek informasi seputar vaksin booster Covid 19 berikut ini! https://t.co/IebcE90akH",kapan sedia gratis kalau pun bayar berapa harga yuk cek informasi putar vaksin booster covid ikut ini
"Makmur para pemain bisnis vaksin Covid dan bisnis terkait dengan covid..
Cukup bayar segelintir ANJING buat pengalihan isu.. isu agama isu SARA yg paling mudah memicu nalar2 dangkal ikut2 meramaikan...
Demikian dan salam Brekekekekekkekek",makmur para main bisnis vaksin covid dan bisnis kait dengan covid cukup bayar gelintir anjing buat alih isu isu agama isu sara yang paling mudah picu nalar dangkal ikut ramai demikian dan salam brekekekekekkekek
"@rahardianhadi07 @DRespati3 Yoi... 
Harusnya cuma yg pro pemerintah doang yg dapat fasilitas 3x vaksin gratis.

Trus yg suka kritik dan menghina pemerintah hrusnya gk dpt vaksin gratis tp harus bayar masing2..

Anehnya KADRUN gk tau diri, coba klo mrk gk d vaksin atau kena covid trs sakit ya bisa mati the",ya harus cuma yang profesional perintah doang yang dapat fasilitas vaksin gratis terus yang suka kritik dan hina perintah harus enggak dapat vaksin gratis tapi harus bayar masing aneh kadrun enggak tahu diri coba kalo mereka enggak vaksin atau kena covid terus sakit iya bisa mati the
"@detikcom Asal sudah vaksin 2x
Sudah saatnya test covid untuk penerbangan lokal dan KA dihentikan.
Ga masuk akal harus bayar untuk sesuatu yg menyakiti diri sendiri",asal sudah vaksin sudah saat test covid untuk terbang lokal dan kak henti enggak masuk akal harus bayar untuk sesuatu yang sakit diri sendiri
"@sudah_vaksinke2 @Nugroho_Wiwoko @anaqembar @prayuyal @CNNIndonesia Kalo positif kena Covid kn gratis. Gk byr sepeserpun. Bayar administrasi aja nggak. Thn lalu sy dirawat 10 hari kena Delta. Gratis. Alhamdulilah selamat. Om &amp; nenek sy gamau vaksin, kena jg &amp; skrg almarhum.",jika positif kena covid kan gratis enggak bayar peser bayar administrasi saja enggak tahun lalu saya rawat hari kena delta gratis alhamdulilah selamat om amp nenek saya enggak mau vaksin kena juga amp sekarang almarhum
"@cnbcindonesia Pasti karna vaksin untuk pandemi udah siap diriset dan diproduksi jadi habis covid terbitlah kopit dan tiap orang harus bayar untuk bernafas...ah udah ketahuan lah, ini memang isu over populasi",pasti karena vaksin untuk pandemi sudah siap riset dan produksi jadi habis covid terbit kopit dan tiap orang harus bayar untuk nafas ah sudah tahu lah ini memang isu over populasi
Kalo belum pernah vaksin dan terpapar Covid19 biaya rumah sakit bayar sendiri saja....kebanyakan polah sih.... https://t.co/KiseKR0H7W,jika belum pernah vaksin dan papar covid biaya rumah sakit bayar sendiri saja banyak polah sih
"ada gitu orang vaksin suruh bayar? kalopun secara teori konspirasi covid itu bisnis alat dan vaksin, dengan dibagiinnya vaksin gratis sama pemerintah, pemerintah juga udah nolongin rakyatnya dari yg katanya ""bisnis"" ini.",ada begitu orang vaksin suruh bayar kalo cara teori konspirasi covid itu bisnis alat dan vaksin dengan dibagiinnya vaksin gratis sama perintah perintah juga sudah tolong rakyat dari yang kata bisnis ini
"@raaawrrr Iya vaksin di gratiskan, sementara di beberapa negara ada yang penduduknya kekurangan vaksin atau harus bayar. Bukan masalah belain atau engga sih, kalo memang ga setuju ayo suarakan opini supaya covid cepat selesai. Jangan protes doang tanpa solusi",iya vaksin di gratis sementara di beberapa negara ada yang duduk kurang vaksin atau harus bayar bukan masalah bela atau enggak sih jika memang enggak tuju ayo suara opini supaya covid cepat selesai jangan protes doang tanpa solusi
"Setiap tahun kena jatah covid --""
Untung vaksin gratis, kalau bayar tak minta refund --""",tiap tahun kena jatah covid untung vaksin gratis kalau bayar tidak minta refund
"Suami ku didiagnosis kena covid..
Dia ngomel2 krn uda vaksin 2x masih kena juga,mana harus keluar duit utk tes,dia bilang antigen 19 rb ngapain bayar 100 rb..uda gitu dia masih demam juga,belum lagi harus karantina..😂😂😂",suami ku diagnosis kena covid dia ngomel karena sudah vaksin masih kena juga mana harus keluar duit untuk tes dia bilang antigen ribu kapai bayar ribu sudah begitu dia masih demam juga belum lagi harus karantina
"[SALAH] Siap-siap Suntik Vaksin Dosis Ketiga, Tak Punya Kartu BPJS Kesehatan Wajib Bayar

Informasi menyesatkan. Juru Bicara Vaksinasi Covid-19 dari Kementerian Kesehatan dr. Siti Nadia Tarmizi membantah informasi yang menyebutkan jika masyarakat yang tidak memiliki ... https://t.co/OpMsdChDsL",salah siap siap suntik vaksin dosis tiga tidak punya kartu bpjs sehat wajib bayar informasi sesat juru bicara vaksinasi covid dari menteri sehat dari siti nadia tarmizi ban informasi yang sebut jika masyarakat yang tidak milik
"taat prokes, sudah.
vaksin, sudah.
kerja di rumah, sudah.
bayar pajak, sudah.
tapi WNA-WNI bebas masuk keluar wilayah RI untuk urusan sepele; wisata, demi cuan.
abadilah covid di negeriku tercinta.
makin sayang kamu deh.",taat prokes sudah vaksin sudah kerja di rumah sudah bayar pajak sudah tapi wna wni bebas masuk keluar wilayah ri untuk urus sepele wisata demi cuan abadi covid di negeri cinta makin sayang kamu deh
"Vaksin dan booster. Elok le semua rakyat Malaysia ikut je cakap @Khairykj @DGHisham. Amek je. Free pun. Bukan kena bayar. Selain tu,🐒jaan depa bukan tahu mcmmana nak tangani covid-19. Harap V&amp;B je. Team @DrAdhamBaba yg da 2 thn konon buat research pun tak tahu apa yg depa cari.",vaksin dan booster elok boleh semua rakyat malaysia ikut je cakap amek je bebas pun bukan kena bayar selain itu jaan depa bukan tahu mcmmana mau tangan covid harap amp je team yang sudah tahun konon buat research pun tidak tahu apa yang depa cari
@kikojoe_epul @realDrMAZA Kerajaan pun patut minta mereka yg kena covid bayar kos rawatan sendiri jika tak amik vaksin / booster.. vaksin kan pilihan 😀,raja pun patut minta mereka yang kena covid bayar kos rawat sendiri jika tidak amik vaksin booster vaksin kan pilih
"Engkorang belum rasa lagi side effect vaksin nak pergi Umrah. Dah la bayar RM100 lebih, lepas tu penangan dia lagi kuat dari vaksin covid. Tapi dah menggelupur demam sikit tak boleh",engkorang belum rasa lagi side effect vaksin mau pergi umrah deh lah bayar rm lebih lepas itu nang dia lagi kuat dari vaksin covid tapi deh gelupur demam sikit tidak boleh
"@Ivan_fadillah97 @Yugi_6969 @detikcom serah lu kalo ga mau vaksin,yang susah lu sendiri,kalo kena covid jangan ke rumah sakit dan ambil obat yang disediain pemerintah y,ke rumah sakit swasta aja bayar sendiri boleh menolak vaksin tapi jangan nyusahin pemerintah kalau tau diri🤣",serah kamu jika enggak mau vaksin yang susah kamu sendiri jika kena covid jangan ke rumah sakit dan ambil obat yang ain perintah ke rumah sakit swasta saja bayar sendiri boleh tolak vaksin tapi jangan susah perintah kalau tahu diri
"Nyatanya walo covid-19 dinyatakan masih ada G20 tetep on progres dan demo2 dari Lasekar atau nongkrong2 Bani Baliho jugak tetep saja

Pemasaran vaksin gagal...emang klo ente Vaksin bayar ya @Wawat_Kurniawan pengurus @INABadminton? https://t.co/nZLTF3vSlt",nyata walo covid nyata masih ada tetap on progres dan demo dari lasekar atau nongkrong bani baliho juga tetap saja pasar vaksin gagal memang kalo ente vaksin bayar iya urus
"RUPANYA RAMAI LAGI RAKYAT MALAYSIA YANG ADA DI INDONESIA TAK DI VAKSIN SEBAB TAK MEMILIKI KITAS (SEPERTI PERMIT KERJA/SURAT KETERANGAN TEMPAT KERJA)

KAT MALAYSIA PULAK ORANG INDON YANG XDE DOKUMEN PUN KITA CUCUK. BUKAN TU JE KENA COVID PUN FREE TAK YAH BAYAR! SIAL!",rupa ramai lagi rakyat malaysia yang ada di indonesia tidak di vaksin sebab tidak milik kitas seperti permit kerja surat terang tempat kerja kat malaysia pula orang indon yang xde dokumen pun kita cucuk bukan itu je kena covid pun bebas tidak ya bayar sial
"@AafTaHer @firzahusainInc Kalau yg teriak2 tolak Vaksin (tapi dirinya sudah V3) dan tolak ProKes, mestinya kalau tertular Covid-19 ya mau bayar sendiri 🤭🤭🤭",kalau yang teriak tolak vaksin tapi diri sudah dan tolak prokes mesti kalau tular covid iya mau bayar sendiri
"@Alamsya12199033 @semesta kalo vaksin itu manfaat, ngantor di puncak merapi juga orang akan antri berani bayar sejuta...
ga usah di ancem denda segala, apalagi di paksa paksa...

udah NYATA  vaksin covid lebih banyak mudharat dari manfaatnya.",jika vaksin itu manfaat ngantor di puncak rapi juga orang akan antri berani bayar juta enggak perlu di ancem denda segala apalagi di paksa paksa sudah nyata vaksin covid lebih banyak mudharat dari manfaat
Tips yg ga bakal ada kynya kalau kena covid ga usah dirawat atau biaya bayar sendiri karena udah pada ga mau prokes tambah anti vaksin pula 😑😑😑 https://t.co/g372OlD7DR,tips yang enggak bakal ada kynya kalau kena covid enggak perlu rawat atau biaya bayar sendiri karena sudah pada enggak mau prokes tambah anti vaksin pula
"@vaksin_astra @P3nj3l4j4h_id Jika loe bayar untuk tes dapat hasil tes abal2 apakah loe diam aja? Kecuali loe dengan sengaja menularkan covid-19 ke orang lain. Covid-19 bisa membunuh orang, mas. 
Apa loe kagak punya otak dan hati sampai bisa mengeluarkan pernyataan seperti itu? https://t.co/kQLtWnYcY6",jika lo bayar untuk tes dapat hasil tes abal apakah lo diam saja kecuali lo dengan sengaja tular covid ke orang lain covid bisa bunuh orang mas apa lo tidak punya otak dan hati sampai bisa keluar nyata seperti itu
"@greatlove_sir @tastaptian @RiboetKenArok @BanserGila @ribert_yayan @abu_waras Gw bilang gak becus??? Hellooooow... 
Gw bilang vaksin gak gratis-gratis banget. 
Karena masyarakat juga bayar pajak. 
Lah, covid emank jadi pandemi global?
Emank Indi aja yg terdampak?? 
Kalau pemerintah gak ambil aksi atasi covid, bisa dikucilkan dunia internasional. 
Hellowwww",gue bilang enggak becus halo gue bilang vaksin enggak gratis gratis banget karena masyarakat juga bayar pajak lah covid memang jadi pandemi global memang indi saja yang dampak kalau perintah enggak ambil aksi atas covid bisa kucil dunia internasional halo
"@Djarwinchitta @SantorinisSun @4Y4NKZ @SahabatSaber @YRadianto @vita_AVP @Kita_AMLTF @ChusnulCh__ @soen_cak @KaredokLeunca__ @Natalie__Christ Masalahnya kelakuan dia sendiri yg membuat org jd pd menertawakan...

SMK lahh.. Gak kan hutang luar negeri lahh.. 11rb T dikantong lahh.. Covid dtg dia malah bayar bajer utk promosi wisata.. Mau ekspor vaksin.. Ibukota baru tanpa apbn lah..",masalah laku dia sendiri yang buat orang jadi pada tertawa smk lah enggak kan hutang luar negeri lah ribu kantong lah covid datang dia bahkan bayar bajer untuk promosi wisata mau ekspor vaksin ibukota baru tanpa apbn lah
"@sibabang ngak sih..
karena dia udah kena covid 2x, ga boleh vaksin kata dokternya karena auto immun.
Yang pertama hampir meninggoy...

Akhirnya nyari channel buat bayar 15 juta, otherwise ga bisa kerja atau meeting ke manapun",enggak sih karena dia sudah kena covid enggak boleh vaksin kata dokter karena auto immun yang pertama hampir meninggoy akhir cari channel buat bayar juta otherwise enggak bisa kerja atau meeting ke mana
"Untuk di Prancis, kita bisa verifikasi vaksin dan dapet Pass Sanitaire dengan barcode. Ke mana2 harus nunjukin dokumen ini. Daftar ke farmasi, bayar  36 euro. Dengan ini, kita juga bisa tes covid gratis, lalu diberi barcode lg.",untuk di prancis kita bisa verifikasi vaksin dan dapat apa sanitaire dengan barcode ke mana harus nunjukin dokumen ini daftar ke farmasi bayar euro dengan ini kita juga bisa tes covid gratis lalu beri barcode lagi
teringat pulak kena scam dengan mcd suruh inject thypoid dahlah bayar sendiri lepastu kata tak jadi ambil kerja part time sebab cuti sekejap sangat sekarang i still ingat effect injection thypoid tu kat i urgh lagi teruk dari vaksin covid 💀 https://t.co/HCK7eJZpdI,ingat pula kena scam dengan mcd suruh inject thypoid sudah bayar sendiri lepastu kata tidak jadi ambil kerja patime sebab cuti kejap sangat sekarang masih ingat effect injection thypoid itu kat urgh lagi teruk dari vaksin covid
"@Khairykj @KKMPutrajaya Skrg ni biar je org yg xnak pakai mask, xnak vaksin. Kena hospitalized on covid, suruh mrk bayar bil. Klu mati, biar mrk uruskan sendiri. Buang masa, buang duit, buang tenaga frontliners dah kerah 2,3 thn ni.",sekarang ini supaya je orang yang xnak pakai mask xnak vaksin kena hospitalized on covid suruh mereka bayar bil kalau mati supaya mereka urus sendiri buang masa buang duit buang tenaga frontliners deh kerah tahun ini
@drpriono1 Ada orang yg memang tidak boleh divaksin dan memiliki surat dokter tidak boleh vaksin. Jika ybs terkena covid apakah harus bayar perawatan RS sendiri dok? Kasian kan. Dia tdk bisa vaksin bukan krn keinginannya. Mohon penjelasannya.,ada orang yang memang tidak boleh vaksin dan milik surat dokter tidak boleh vaksin jika ybs kena covid apakah harus bayar awat rs sendiri dok kasihan kan dia tidak bisa vaksin bukan karena ingin mohon jelas
@TumburMangiring @SantorinisSun Anda mau bayar lembur gurunya? Sudah tanya pendapat guru yg AKAN tambah jam kerja akibat beberapa orang egois dan gobloq yg ga paham fungsi vaksin dan ga paham juga bahwa bahaya covid itu NYATA?,anda mau bayar lembur guru sudah tanya dapat guru yang akan tambah jam kerja akibat beberapa orang egois dan gobloq yang enggak paham fungsi vaksin dan enggak paham juga bahwa bahaya covid itu nyata
@yunartowijaya Giliran kena covid minta dirawat gratis harusnya kaya Singapura yg ga mau vaksin kena covid dirawat bayar sendiri,gilir kena covid minta rawat gratis harus kayak singapura yang enggak mau vaksin kena covid rawat bayar sendiri
"Mereka Yang Menyesal Menolak Vaksin Setelah Terjangkit Covid-19 https://t.co/17emPuB1JM
Bila mo bayar sendiri, traa mau di bayarin pemerintah..harga 2 Kali vaksin equivalen den 1 unit rumah type 36.
#manusia kadruun  khufur nikmat.",mereka yang sesal tolak vaksin telah jangkit covid bila mau bayar sendiri traa mau di bayarin perintah harga kali vaksin equivalen den unit rumah type kadruun khufur nikmat
"@SantorinisSun Di buat peraturan saja, yang tidak mau di vaksin kalau sampai terpapar covid biaya rumah sakit bayar sendiri, itu yang pas",di buat atur saja yang tidak mau di vaksin kalau sampai papar covid biaya rumah sakit bayar sendiri itu yang pas
"@MprAldo Orasinya di tambahin,
Yg percaya omongan saya dan tidak vaksin kalo kena Covid, SAYA YANG BAYAR PENGOBATANNYA.
Jadi jangan cuma modal komporin UMMAT doang, tapi kedepannya gak mau TANGGUNG JAWAB.",orasi di tambah yang percaya omong saya dan tidak vaksin jika kena covid saya yang bayar obat jadi jangan cuma modal komporin ummat doang tapi depan enggak mau tanggung jawab
"@yunartowijaya Kalau kena covid, bayar sendiri lah.
Jangan minta pemerintah kalau ga mau divaksin.
Seperti Singapore, ga mau vaksin ga apa2 kalau kena covid bayar biaya rumah sakit sendiri.",kalau kena covid bayar sendiri lah jangan minta perintah kalau enggak mau vaksin seperti singapore enggak mau vaksin enggak apa kalau kena covid bayar biaya rumah sakit sendiri
"kadang bingung ya sama orang2 udah dikasi regulasi yg enak buat vaksin covid 19 sekarang tapi masih aja ngeluh2 dan komplain… . gratis salah, bayar tambah salah…. piyeeee to…leeee",kadang bingung iya sama orang sudah kasi regulasi yang enak buat vaksin covid sekarang tapi masih saja ngeluh dan komplain gratis salah bayar tambah salah piye tapi boleh
"@dr_koko28 Nah.. itulah pak Dokter
Sebelum vaksinasi harusnya free general checkup. Krn hanya 10% rakyat yg mampu bayar sendiri 
Dana covid19 luar biasa besar

Para orang tua hadang maut demi nafkahi keluarga. Imun mereka ada yg turun stlh divaksin
Para dokter/nakes mengobati yg sakit",nah itu pak dokter belum vaksinasi harus bebas general checkup karena hanya rakyat yang mampu bayar sendiri dana covid luar biasa besar para orang tua hadang maut demi nafkah keluarga imun mereka ada yang turun telah vaksin para dokter tenaga sehat obat yang sakit
"@GibranAguero2 @endonesa345 @sen_zens @_ekokuntadhi Bkn buat di jual, tp ada oknum yg mau covid tetap ada spy mengais keuntungan pribadi. Mrk di bayar spy jgn menyuntikan vaksin, spy tdk ada imun buat melawan covid",bukan buat di jual tapi ada oknum yang mau covid tetap ada supaya kais untung pribadi mereka di bayar supaya jangan sunti vaksin supaya tidak ada imun buat lawan covid
"@StopPlandemit Cuandemi dari Vaksin covid, masker, obat, test antigen, PCR. Jadi ingat tahun lalu org dibuat bodoh, tusuk jarum, taruh di kertas lakmus bayar 350ribu😂. Dia punya apotik ya? Atau sale? https://t.co/6X09lC3NMH",cuandemi dari vaksin covid masker obat test antigen pcr jadi ingat tahun lalu orang buat bodoh tusuk jarum taruh di kertas lakmus bayar ribu dia punya apotik iya atau sale
"Nanti anak loe kenak Covid-19, nyalahin pemerintah.
Pemerintah kasi vaksin gratis loe tolak.
Gimana kalau loe suruh bayar ya? https://t.co/DcnF85W8L9",nanti anak lo nak covid salah perintah perintah kasih vaksin gratis lo tolak bagaimana kalau lo suruh bayar iya
Bayar antara RM300 hingga RM650 untuk dapat sijil vaksin Covid-19 palsu. #malaysiagazette https://t.co/UPymVbhX80,bayar antara rm hingga rm untuk dapat sijil vaksin covid palsu
"Bayar RM500-3000 untuk dapatkan sijil vaksin palsu tanpa perlu inject ni memang tak pasal2 boleh prolong kadar jangkitan wabak Covid sampai bila2. Nanti bila varian pelik2 muncul kat Malaysia, tak pasal2 kita jugak yg kena travel ban serupa macam yg kena kat South Africa.",bayar rm untuk dapat sijil vaksin palsu tanpa perlu inject ini memang tidak pasal boleh prolong kadar jangkit wabak covid sampai bila nanti bila varian pelik muncul kat malaysia tidak pasal kita juga yang kena travel ban rupa macam yang kena kat south africa
"@karchasaja @BumiMerahPutih9 @Nicho_Silalahi Coba lo tanya juga ke Kedubes Arab, kenapa kl mau masuk ke Saudi Arabia, lo harus vaksin dulu? Berani lo teriak Fuck-sin ke mrk? Ke luar negeri, jg lo harus tunjukkan bukti vaksin lo. Cuma ikutan demo aja yg perlu divaksin. Tp kalau kena  covid, please bayar berobat sendiri, ya",coba kamu tanya juga ke duta besar arab kenapa kalau mau masuk ke saudi arabia kamu harus vaksin dulu berani kamu teriak fuck sin ke mereka ke luar negeri juga kamu harus tunjuk bukti vaksin kamu cuma ikut demo saja yang perlu vaksin tapi kalau kena covid tolong bayar obat sendiri iya
"@Adiiiinnnnnn @PancilokP @Nicho_Silalahi Bohir pcr mau bangkrut, rugi bayar karyawan sama sewa lahan,,,, makanya nakuti2 orang untuk tidak vaksin, covid meledak bohir bisa untung,,, 🤭🤭🤭🤭",bohir pcr mau bangkrut rugi bayar karyawan sama sewa lahan makanya nakuti orang untuk tidak vaksin covid ledak bohir bisa untung
Cek Fakta: Tidak Benar Vaksin Covid-19 Booster Harus Bayar Jika Tak Punya Kartu BPJS Kesehatan https://t.co/hdlrrKnweR,cek fakta tidak benar vaksin covid booster harus bayar jika tidak punya kartu bpjs sehat
Udah dapet jadwal vaksin covid dosis 3 nih. Jadinya bakal disuruh bayar nggak sih? https://t.co/DSP8nmRFbk,sudah dapat jadwal vaksin covid dosis ini jadi bakal suruh bayar enggak sih
"@siagiansulben @Nicho_Silalahi Belum pernah ada kayaknya ""pemaksaan vaksin"" tapi diwajibkan, karena semua rakyat yg terkena Covid masih jd tanggungan negara. Beda dgan vaksin virus2 yg lain yg bukan pandemi, kalau kalian yg gak setuju vaksin apakah bersedia bayar sendiri biaya perobatan kalau kena Covid??",belum pernah ada seperti paksa vaksin tapi wajib karena semua rakyat yang kena covid masih jadi tanggung negara beda dgan vaksin virus yang lain yang bukan pandemi kalau kalian yang enggak tuju vaksin apakah sedia bayar sendiri biaya obat kalau kena covid
"Vaksin teroooos,denger ya pemerintah!aq menolak bkn krna bayar,gratiss pun gak sudi. Gk ada bagusnya,mencegah covid jga gag,malah bikin org sakit. Imunitas alami buatan Allah jauh lbh sempurna,kemaren kena covid pun smbuh krna Qusthul hindi bkn krna obat.maaf gk takut covid skrg. https://t.co/SacqYQNqrz",vaksin ros dengar iya perintah aku tolak bukan karena bayar grati pun enggak sudi enggak ada bagus cegah covid juga enggak bahkan buat orang sakit imunitas alami buat allah jauh lebih sempurna kemarin kena covid pun smbuh karena qusthul hindi bukan karena obat maaf enggak takut covid sekarang
