,raw,clean,prediction
22,"@shahizwann @bernamadotcom @KKMPutrajaya @DrNoorAzmi @JKJAVMY Kadar AEFI sinovac lebih rendah banding dgn vaksin lain. Risiko covid-19 kanak2 lebih rendah banding dgn org tua dan yg berpenyakit di kalangan dewasa. Tapi kerana muda, mereka lebih berisiko utk dapat AEFI. Teknologi sinovac sama dgn vaksin utk bayi dan kanak2, lama n reliable",kadar aefi sinovac lebih rendah banding dengan vaksin lain risiko covid kanak lebih rendah banding dengan orang tua dan yang sakit di kalang dewasa tapi rana muda mereka lebih risiko untuk dapat aefi teknologi sinovac sama dengan vaksin untuk bayi dan kanak lama reliable,1
23,"1,8jt pasti dijamin negatif katanya. Wahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha mengsedih dakuuuu jd ada variasi 1,8jt, 1,3jt, dan 275rbx2. Pantes covid belum kelar"". Dr vaksin ambil sinovac trus dalam negeri sendiri gini. Yg sempat di awal pandemi aku sgt",juta pasti jamin negatif kata wahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha mengsedih daku jadi ada variasi juta juta dan rbx pantas covid belum kelar dari vaksin ambil sinovac terus dalam negeri sendiri begini yang sempat di awal pandemi saya sangat,1
24,"Nak tepek experience positif covid kat sini la supaya beringat. Fobia masih belum hilang 😅. 
Tested positif: 26/2/2022
Fully vaccinated: sinovac+sinovac+booster pfizer

Mula bergejala tengahari 25/2/2022: bersin+selsema. Tak kisah sangat sebab ada sinus",mau tepek experience positif covid kat sini lah supaya ingat fobia masih belum hilang tested positif fully vaccinated sinovac sinovac booster pfizer mula gejala tengahari bersin selsema tidak kisah sangat sebab ada sinus,1
25,"@ssheilyhs Iyaa malah sinovac ga terasa apa2, pegel di daerah suntik cuma sejam dua jam, aku abis vaksin yaudah lgsg masuk kerja.. pfizer gatau deh kok aku banyak dramanya mulai pegel2 badan, ngawang2 ga konsen gt, ngantukkk wkwkwk temenku abis booster itu 2 minggu kmudian kena covid tp 😂",iya bahkan sinovac enggak asa apa gel di daerah suntik cuma jam dua jam saya habis vaksin ya sudah langsung masuk kerja pfizer enggak tau deh kok saya banyak drama mulai gel badan ngawang enggak konsen begitu ngantuk wkwkwk temenku habis booster itu minggu kmudian kena covid tapi,1
26,"vaksin Covid-19 adalah gratis saya adalah yang pertama 65,4% emergency kepada vaksin sinovac biotech biofarma dengan vaksin semoga kita terjaga tetap patuhi semoga pandemi ini segera kompas tv warna merah muda belalainya panjang",vaksin covid adalah gratis saya adalah yang pertama emergency kepada vaksin sinovac biotech biofarma dengan vaksin moga kita jaga tetap patuh moga pandemi ini segera kompas tv warna merah muda belalai panjang,1
27,"@rezaspn @yepeyun Kak nanya, emang bener ya vaksin covid dosis pertama, utk dewasa, udah gak rekomen pakai sinovac lagi?",kak tanya memang benar iya vaksin covid dosis pertama untuk dewasa sudah enggak rekomen pakai sinovac lagi,0
28,"@rudeski83 @anttieee_ Anda hanya melihat dari satu sumber. Di daerah saya udah melaksanakan vaksin booster yg mana platformnya  vaksin sinovac juga. Jadi, vaksin 1-3 dosis lengkap platform sinovac. Dn keluhan yg mereka rskan skrng tdk ada kematian mendadak ataupun merasakan gejalan berat dri covid-19",anda hanya lihat dari satu sumber di daerah saya sudah laksana vaksin booster yang mana platform vaksin sinovac juga jadi vaksin dosis lengkap platform sinovac dan keluh yang mereka rskan sekarang tidak ada mati dadak atau rasa gejalan berat dari covid,0
29,"@ABSetyono @kemkominfo @KemenkesRI @jokowi @PlateJohnny Pemerintah telah resmi mengizinkan pemberian vaksin Covid-19 Sinovac untuk anak-anak. 
@PlateJohnny @kemkominfo",perintah telah resmi izin beri vaksin covid sinovac untuk anak anak,1
30,@rahmaniarbaftim @AdamPrabata Suamiku dulu kena covid tapi sembuh lebih cepat. Sampai sekrg dia blm vaksin 1pun. Sy vaksin sinovac  lengkp 4 bln lalu. Faktanya malah sy lebih sering sakit drpd suami sy. Alhamdulillah suami sehat tanpa vaksin. Sakitpun cepat sembuhnya. Sedang saya butuh berhari2 buat sembuh.,suami dulu kena covid tapi sembuh lebih cepat sampai sekrg dia belum vaksin pun saya vaksin sinovac lengkp bulan lalu fakta bahkan saya lebih sering sakit daripada suami saya alhamdulillah suami sehat tanpa vaksin sakit cepat sembuh sedang saya butuh hari buat sembuh,1
31,Di sini udah pada 3x vaksin pakai Pfizer aja masih kena covid. Yakin 2x Sinovac + 1x Pfizer lo aman?,di sini sudah pada vaksin pakai pfizer saja masih kena covid yakin sinovac pfizer kamu aman,1
32,"keluarga gue termaksud taat prokes aja, bokap nyokap tetep kena apa lagi yang bebel ga mau vaksin cerita aja bokap yg udah vaksin walaupun sinovac pas covid sampe 1000an apanya gitu deh. Dan kakanya nyokap anti vaksin sampe 1000 lebih.",keluarga aku maksud taat prokes saja ayah ibu tetap kena apa lagi yang bebel enggak mau vaksin cerita saja ayah yang sudah vaksin walaupun sinovac pas covid sampai an apa begitu deh dan kakak ibu anti vaksin sampai lebih,0
33,"Klaim tersebut disertai dengan foto yang menunjukkan tangan seseorang yang memegang botol Vaksin COVID-19 buatan Sinovac, CoronaVac.",klaim sebut serta dengan foto yang tunjuk tangan orang yang pegang botol vaksin covid buat sinovac coronavac,0
34,"@amourvelous nggak sesek yg kayak di berita covid awal2 kok, alhamdulilah....aku sinovac 2x, harusnya booster tanggal 17 tapi ga jadi karena kena :') lemes2nya ini yg aku masih bingung kudu gimana",enggak sek yang seperti di berita covid awal kok alhamdulilah saya sinovac harus booster tanggal tapi enggak jadi karena kena lemes nya ini yang saya masih bingung harus bagaimana,0
35,@my_sejahtera saya baru habis kuarantin covid. hujung bulan ni kerajaan ckp klau sinovac yg tak ambik booster akan dikira tidak lengkap vaksin..mcm mana saya nak kerja?,saya baru habis kuarantin covid hujung bulan ini raja cukup kalau sinovac yang tidak ambik booster akan kira tidak lengkap vaksin macam mana saya mau kerja,0
36,"@PRFMnews Saya vaksin ertama di itenas,lalu kena covid. Sekarang mau vaksin kedua tp bingung dimana. Sinovac",saya vaksin ertama di itenas lalu kena covid sekarang mau vaksin dua tapi bingung mana sinovac,0
37,"Pls make doa untuk nenek saya, tengah bertarung dengan covid19. Masih di rumah sendiri, 85tahun. And paling penting, dulu dia vaksin yang johnson yang satu dos tu je bukan pfizer/sinovac. And, she is bedridden 😭😭😭",tolong pakai doa untuk nenek saya tengah tarung dengan covid masih di rumah sendiri tahun dan paling penting dulu dia vaksin yang johnson yang satu dos itu je bukan pfizer sinovac dan she is bedridden,1
38,"Pada hari Kamis tanggal 24 Februari 2022 mulai pukul 09.00 WIB s/d 13.00 WIB dilaksanakan Kegiatan  Vaksinasi Covid-19 Dosis 1 (Astra Zeneca) kepada :
- 1 orang petugas
- 2 orang keluarga petugas
- 8 orang WBP
Dosis II Sinovac kepada :
- 2 orang WBP",pada hari kamis tanggal februari mulai pukul wib wib laksana giat vaksinasi covid dosis astra zeneca kepada orang tugas orang keluarga tugas orang wbp dosis ii sinovac kepada orang wbp,1
39,"Stlah 1 bulan bsa mlewati covid walaupun kerja di area pasien covid gua mkin tkjub sma imun gua yg kebalnya luar biasa ini,ni krena jaman muda ska sakit2 trus pas tua jdi kebal apa ya gua ma virus wkwk bhkan smua vaksin yg gua coba dri sinovac,moderna,n pfizer jg gk da rsa ,gila2",stlah bulan bisa mlewati covid walaupun kerja di area pasien covid aku makin tkjub sama imun aku yang kebal luar biasa ini ini karena jaman muda suka sakit terus pas tua jadi kebal apa iya aku sama virus wkwk bhkan semua vaksin yang aku coba dari sinovac moderna pfizer juga enggak sudah rsa gila,1
40,"Nasib baik Sinovac ade. Bkn ape,ix and match vaksin Covid vaxx ni lg lethal I think. Thank god 4 multiple choices.",nasib baik sinovac adek bukan apa ix dan match vaksin covid vaxx ini lagi lethal think thank god multiple choices,1
41,"@Ririin728 Inisiatif e dokter ku mb, krn ada sisa permintaan vaksin

Dan udah kelewat 6bulan jg dr vaksin ku sblomnya, jd dikasih deh

Kbetulan kmren aku 1&amp;2 Sinovac, 3 Moderna, jd 4 nya boleh Aztra

Kprluan dlm rangka ngerawat pasien covid ae.. hehehe",inisiatif dokter ku mbak karena ada sisa minta vaksin dan sudah lewat bulan juga dari vaksin ku sblomnya jadi kasih deh betul kemarin saya amp sinovac moderna jadi nya boleh aztra kprluan dalam rangka ngerawat pasien covid saja hehehe,1
42,"Kalau lmbt detect, boleh bawak maut. And kalau kena lagi sekali pun boleh mati. So i have my allergic card, masa nk amik vaksin covid pun byk Pakar kena consult sbb SJS ni tkleh bawak main ye, mmg boleh mati. Last dorg decide suruh amik sinovac lepas bersalin.",kalau lmbt detect boleh bawa maut dan kalau kena lagi sekali pun boleh mati sok have my allergic card masa nk amik vaksin covid pun banyak pakar kena consult sebab sjs ini tkleh bawa main ye memang boleh mati last dorg decide suruh amik sinovac lepas salin,0
43,@perupadata Kalau benar nanti data nya tidak spt di Barat naik 2-3x lipat vs DELTA… Hampir dapat dipastikan Vaksin Primer SINOVAC 2 dosis = memberikan pondasi Imun yg kuat. Hipotesa saya Sel T dan Sel B dengan Vaksinasi in-aktivasi lebih konsisten efikasi menghadapi Mutasi COVID,kalau benar nanti data nya tidak seperti di barat naik lipat vs delta hampir dapat pasti vaksin primer sinovac dosis beri pondasi imun yang kuat hipotesa saya sel dan sel dengan vaksinasi ini aktivasi lebih konsisten efikasi hadap mutasi covid,1
44,"@aan__ Dok udah vaksin sinovac 2x tp abis itu kena covid, nunggu brp minggu lg gitu nggak buat booster? Soalnya udah keluar jadwal booster dan udah negatif covid nya.",dok sudah vaksin sinovac tapi habis itu kena covid tunggu berapa minggu lagi begitu enggak buat booster soal sudah keluar jadwal booster dan sudah negatif covid nya,0
45,"Senarai vaksin Covid-19 yang diiktiraf (yang kita dapat di Malaysia): 

- AZ Vaxzeria
- AZ COVISHIELD
- Pfizer
- Sinovac
- Sinopharm 
- Johnson - Johnson

Mesti lepas 7 hari selepas dapat dose kedua (all except J&amp;J)",senarai vaksin covid yang iktiraf yang kita dapat di malaysia az vaxzeria az covishield pfizer sinovac sinopharm johnson johnson mesti lepas hari lepas dapat dose dua all except amp,1
46,@Lanaadeus Jan kau campur ahh kalau blh. Cari kau booster sinovac juga kalau ada. Ohhh cuti2 malaysia dah tp syg covid trruk skrng 🥲,jangan kamu campur ah kalau boleh cari kamu booster sinovac juga kalau ada oh cuti malaysia deh tapi sayang covid trruk sekarang,0
47,"Hari ini aku dan suami sudah dapat booster Pfizer, sementara anak kami kebagian #vaksin kedua Sinovac. Rasanya senang, satu langkah untuk mencegah terpapar Covid-19 sudah kelar.

Tentu tetap harus taat prokes 😷👐🧼📏",hari ini saya dan suami sudah dapat booster pfizer sementara anak kami bagi dua sinovac rasa senang satu langkah untuk cegah papar covid sudah kelar tentu tetap harus taat prokes,1
48,Fuck covid idc aku amik booster sinovac jugak akibat takut side effect,fuck covid idc saya amik booster sinovac juga akibat takut side effect,0
49,"Perlu booster sebab first 2 doses dpt sinovac😪then next month je ade 2 event so kena la keje.kalau tak booster lagi time tu takut2 benda buruk la jadi..nauzubillah, kalau asbab keje time event aku dpt covid hopefully tak teruk &amp; tak effect ank &amp; husband..",perlu booster sebab first doses dapat sinovac then lanjut month je adek event sok kena lah keje kalau tidak booster lagi time itu takut benda buruk lah jadi nauzubillah kalau asbab keje time event saya dapat covid hopefully tidak teruk amp tidak effect anak amp husband,0
50,fuvk covid causing my mom +ve 😭 dhla she got sinovac je for vaccine  + blum dpt lagi booster harap smua baik2 je,fuvk covid causing my mom ve dhla she got sinovac je untuk vaccine belum dapat lagi booster harap semua baik je,1
51,"@FessPonti v 1&amp;2 aku sinovac, pas vaksin kedua besoknya covid 😂 vaksin ketiga pfizer gada efek apa2 cm lengan yg di tusuk itu ngilu sm pegel2 3 harian",amp saya sinovac pas vaksin dua besok covid vaksin tiga pfizer enggak ada efek apa cuma lengan yang di tusuk itu ngilu sama gel hari,0
52,"@dr_koko28 Stigma ""omicron ga berbahaya"" boleh sih, apalagi buat yg udah kena delta. Meriang2 paling 3 hari.
Tp Buat yg masih ""perawan"" Covid, rasanya agak lumayan. Kayak varian pertama lah.vaksin udah 2x sinovac n booster sinoparm. 
Tapi kmrn Qodarullah temenku meninggal krn omicron.  So ?",stigma omicron enggak bahaya boleh sih apalagi buat yang sudah kena delta meriang paling hari tapi buat yang masih perawan covid rasa agak lumayan seperti varian pertama lah vaksin sudah sinovac booster sinoparm tapi kemarin qodarullah temenku tinggal karena omicron sok,0
53,"@drpriono1 @ProfesorZubairi Lah pak, edukasi vaksin aku juga bingung. Dulu bilang, klo dah divaksin bisa kebal. Eh ternyata sinovac gak bisa juga, trus nakes booster. Trus masy disuruh dua kali vaksin. Eh dua kali masih tembus harus booster. Skrg vaksin gak bikin kebal hanya kurangi akibat covid masuk ya?",lah pak edukasi vaksin saya juga bingung dulu bilang kalo deh vaksin bisa kebal eh nyata sinovac enggak bisa juga terus tenaga sehat booster terus masyarakat suruh dua kali vaksin eh dua kali masih tembus harus booster sekarang vaksin enggak buat kebal hanya kurang akibat covid masuk iya,0
54,"@Khairykj Bukan tak percaya covid , percaya .. tp makin pelik dkt orang2 yg ambil sinovac sebab nak kena paksa ambil booster , silap langkah sampai dos ke4.. btw im pfizer..dulu mula2 asalkan 2dos dah boleh jalan , sekarang kena 3dos.. rasa sangsi. kalau mcm tu tiap2 7bulan renew?",bukan tidak percaya covid percaya tapi makin pelik dkt orang yang ambil sinovac sebab mau kena paksa ambil booster silap langkah sampai dos ke ngomong-ngomong im pfizer dulu mula asal dos deh boleh jalan sekarang kena dos rasa sangsi kalau macam itu tiap bulan renew,0
55,"Tadi swab antigen sama dokter. Terus ngobrol masalah penempatan di site. Dan pada titik bahas covid.
🧔: Udah vaksin booster
🧑: Udah dok.
🧔: Apa vaksinnya?
Baru narik nafas mau jawab
🧔: Sinovac, sinovac, moderna ya?
🧑: Iya dok

Dlm hati ngebatin: dokternya cpt bgt ngomongnya",tadi swab antigen sama dokter terus obrol masalah tempat di site dan pada titik bahas covid sudah vaksin booster sudah dok apa vaksin baru tarik nafas mau jawab sinovac sinovac moderna iya iya dok dalam hati ngebatin dokter cepat banget omong,1
56,"Kita Sinovac, baru ambil booster Pfizer, harini ada sorg kenalan update dia + covid. Jumpa dia 6 hari lepas, so kita buat test negative. Minggu ni je dah 2x buat test. negative covid, maintain positive cantik, happy &amp; lapar. 

Yg + covid tu dia tak ambil booster lg. Saja bgtau",kita sinovac baru ambil booster pfizer harini ada sorg kenal update dia covid jumpa dia hari lepas sok kita buat test negative minggu ini je deh buat test negative covid maintain positive cantik bahagia amp lapar yang covid itu dia tidak ambil booster lagi saja bgtau,1
57,"Statistik selama musim Covid:
- Rapid Antibodi: 2x
- Rapid Antigen: 2x
- Tes PCR : 1x
- Vaksin: 2x Sinovac
- Vaksin: 1x Astrazeneca

Nb: Statistik sewaktu-waktu dapat berubah.",statistik lama musim covid rapid antibodi rapid antigen tes pcr vaksin sinovac vaksin astrazeneca nb statistik waktu waktu dapat ubah,1
58,"Saya 2x vaksin pake sinovac
Vaksin booster kemarin dpt Astra Zen.
Kukira gpp, malemnya menggigil, badan panas, paginya muntah"" tiap abis makan
Sampe gak kuat mau mkn lagi
Ku kasih lah obat lambung (krn saya emang ada sakit lambung)
Berasa kayak trial kena corona 🥲",saya vaksin pakai sinovac vaksin booster kemarin dapat astra zen kira enggak apa malemnya gigil badan panas pagi muntah tiap habis makan sampai enggak kuat mau makin lagi ku kasih lah obat lambung karena saya memang ada sakit lambung asa seperti trial kena corona,0
59,"@fr8dbu @darjofess Tricat tu jenis vaksin permula untuk kitten , kek kita vaksin covid dosis 1 ada sinovac,astra gitu",tricat itu jenis vaksin mula untuk kitten kayak kita vaksin covid dosis ada sinovac astra begitu,1
60,"Tadi ptg mak ws, adik aku yg laki tu positif covid, sekarang ni semua tgh kuarantin dkt rumah. Adik aku g ambik booster sbb tmpt kerja dia suruh ambik, sbb dia vksin sinovac. Lps ambik dmm 2 hari test covid positif. Tp skrg dah smkin sihat. Harap semua selamat lah dkt kedah sana.",tadi ptg ibu ws adik saya yang laki itu positif covid sekarang ini semua tgh kuarantin dkt rumah adik saya ambik booster sebab tempat kerja dia suruh ambik sebab dia vksin sinovac lps ambik dmm hari test covid positif tapi sekarang deh makin sehat harap semua selamat lah dkt kedah sana,1
61,"@wingkyp @zahkhan25_70127 Yup. 
Kalau di covid ya sinovac itu. 
Cuma mereka sekarang serang vaksin dengan metode tradisional macam itu untuk memuluskan jalan vaksin mRNA. 

Kalau efektifitas, vaksin model sinovac jauh lebih bagus dari yang lain",ya kalau di covid iya sinovac itu cuma mereka sekarang serang vaksin dengan metode tradisional macam itu untuk mulus jalan vaksin mrna kalau efektifitas vaksin model sinovac jauh lebih bagus dari yang lain,0
62,"@bonniewir @rykarlsen Swedia sudah dluan. Kebetulan ada temen lg study dsn. Jd dia bilang kehidupan sosial masyarakat disana mulai seperti normal dan masy nya sdh ""bersahabat"" dgn Covid.

Btw tmn aku dr Indonesia vaksin Sinovac 2 dosis. Tp smpe sana disuruh ""ulang"" jd dia vaksin Pfizer 2 dosis.",swedia sudah dluan betul ada teman lagi study dsn jadi dia bilang hidup sosial masyarakat sana mulai seperti normal dan masyarakat nya sudah sahabat dengan covid ngomong-ngomong teman saya dari indonesia vaksin sinovac dosis tapi sampai sana suruh ulang jadi dia vaksin pfizer dosis,1
63,"@ana_ot @RajaGuguk14 “Omicron now the dominant U.S. Covid strain at 73% of cases, CDC data shows”. 

Ini negara yg pake vaksin Pfizer dan Moderna gak ada vaksin Sinovac di Amerika.",omicron now the dominant covid strain at of cases cdc data shows ini negara yang pakai vaksin pfizer dan moderna enggak ada vaksin sinovac di amerika,0
64,"@ana_ot @Ronnie_Rusli artinya mrna lebih efektif terjadi perlawanan antibodi. saya curiganya sinovac nggak efektif!

saya merasa orang indonesia itu sudah tepapar covid semuanya dan punya antibodi, begitu disuntik moderna jadi 'sakit', kalo pake sinovac nggak kerasa 'sakit' karena vaksin jelek!",arti mrna lebih efektif jadi lawan antibodi saya curiga sinovac enggak efektif saya rasa orang indonesia itu sudah tepapar covid semua dan punya antibodi begitu suntik moderna jadi sakit jika pakai sinovac enggak rasa sakit karena vaksin jelek,0
