,raw,clean,prediction
10,"kalo kedepannya ada vaksin dosis ke-4 ogah ah kalo astrazeneca lagi, kipi nya di badan gua parah banget, kedengeran lebay tapi rasanya kaya antara hidup dan mati, krn sakitnya lebih parah dari pas kena covid.",jika depan ada vaksin dosis ke tidak mau ah jika astrazeneca lagi kipi nya di badan aku parah banget dengar lebih tapi rasa kayak antara hidup dan mati karena sakit lebih parah dari pas kena covid,0
11,"@setkabgoid @KemenkesRI Sampai berapa kali di vaksin,karena saya sudah 2x vaksin astrazeneca,kalau sampai 3x vaksin lebih baik saya minta uang saja untuk pulang kampung,saya merantau di Majene Sulbar ,semenjak covid19 dan pasca gempa ingin pulang tidak punya biaya.",sampai berapa kali di vaksin karena saya sudah vaksin astrazeneca kalau sampai vaksin lebih baik saya minta uang saja untuk pulang kampung saya rantau di majene sulbar semenjak covid dan pasca gempa ingin pulang tidak punya biaya,0
12,"Get yourself booster gaiss. Ianya membantu kurangkan effect Covid 19 ya. Saya 2 dos AstraZeneca + booster AstraZeneca dan sekarang sedang quarantine dirumah sebab positive. Hanya batuk, sakit tekak, hidung tersumbat sahaja setakat ni. Alhamdulillah. Kita ikhtiar gais.",get yourself booster gai ianya bantu kurang effect covid iya saya dos astrazeneca booster astrazeneca dan sekarang sedang quarantine rumah sebab positive hanya batuk sakit tekak hidung sumbat sahaja takat ini alhamdulillah kita ikhtiar gais,1
13,"@sdenta Udah dapat jatah moderna nakes dari tahun lalu, qodarullah hamil &lt;13 weeks, nggak boleh. Pas udah 13w&lt; lha kok booster modernanya udah nggak beredar. Akhirnya muncul booster astrazeneca, belum boleh POGI. Pas udah boleh... kena covid duluan 🥲

Yasudahlah.",sudah dapat jatah moderna tenaga sehat dari tahun lalu qodarullah hamil lantai weeks enggak boleh pas sudah lantai lah kok booster modernanya sudah enggak edar akhir muncul booster astrazeneca belum boleh pogi pas sudah boleh kena covid duluan yasudahlah,0
14,Kegiatan sebagai bentuk upaya memutus mata rantai Covid-19 ini diikuti 37 Pegawai mendapatkan Vaksinasi lanjutan (Booster) dengan jenis vaksin Astrazeneca dan 29 Pegawai lainnya lebih dahulu mendapatkan vaksinasi ditempat lain.,giat bagai bentuk upaya putus mata rantai covid ini ikut pegawai dapat vaksinasi lanjut booster dengan jenis vaksin astrazeneca dan pegawai lain lebih dahulu dapat vaksinasi tempat lain,1
15,Apakah vaksin Astrazeneca aman dan ampuh tangkal virus Corona. Satu Suara Nusantara,apakah vaksin astrazeneca aman dan ampuh tangkal virus corona satu suara nusantara,1
16,Vaksin AstraZeneca terbukti ampuh tanglal corona. Satu Suara Nusantara,vaksin astrazeneca bukti ampuh tanglal corona satu suara nusantara,1
17,"Statistik selama musim Covid:
- Rapid Antibodi: 2x
- Rapid Antigen: 2x
- Tes PCR : 1x
- Vaksin: 2x Sinovac
- Vaksin: 1x Astrazeneca

Nb: Statistik sewaktu-waktu dapat berubah.",statistik lama musim covid rapid antibodi rapid antigen tes pcr vaksin sinovac vaksin astrazeneca nb statistik waktu waktu dapat ubah,1
18,@detikcom Saya  lagi  kena covid. Entah  varian  apa..  Tapi  menurut saya  kontak nya sangat cepat... Flu dan  batuk gejala  ringan.. Namun  sendi  dan sakit kepala  yang  sangat.. Juga  panas dan demam   mirip   dengan  gejala  sakit  akibat vaksin Astrazeneca..,saya lagi kena covid tidak tahu varian apa tapi turut saya kontak nya sangat cepat flu dan batuk gejala ringan namun sendi dan sakit kepala yang sangat juga panas dan demam mirip dengan gejala sakit akibat vaksin astrazeneca,0
19,Apakah Vaksin Astrazeneca Aman dan Ampuh Tangkal Virus Corona? Simak Juga Kombinasi Vaksin Booster. Nusantara Negeri Sejahtera,apakah vaksin astrazeneca aman dan ampuh tangkal virus corona simak juga kombinasi vaksin booster nusantara negeri sejahtera,1
20,"AstraZeneca lagi marak dipakai booster ya? 

🤔 Bebas aja yg mau ambil booster, yang penting ga ada kewajiban untuk suntik.

Kalau gue? TOLAK. Bodoh banget disuntik berkali-kali. Ga inget ada sel memori? 🤣

Seberapa mematikan sih covid, sampe badan rela diserahkan untuk suntik.",astrazeneca lagi marak pakai booster iya bebas saja yang mau ambil booster yang penting enggak ada wajib untuk suntik kalau aku tolak bodoh banget suntik kali kali enggak ingat ada sel memori berapa mati sih covid sampai badan rela serah untuk suntik,0
21,"@langkausheraton @MKNJPM memenuhi kriteria-kriteria Lengkap 

berikut: Aktiviti Tidak Dibenarkan . Sila rujuk Senarai Aktiviti Yang Tidak 

i. Bagi jenis vaksin yang memerlukan dua dos suntikan (seperti Cominaty (Pfizer-BioNTech), Dibenarkan (Negative List). 

COVID-19 AstraZeneca (Oxford-AstraZeneca),",penuh kriteria kriteria lengkap ikut aktiviti tidak benar sila rujuk senarai aktiviti yang tidak bagi jenis vaksin yang perlu dua dos sunti seperti cominaty pfizer biontech benar negative list covid astrazeneca oxford astrazeneca,0
22,"2021 pertengahan, gue pernah positif COVID sekali, tapi itu gue OTG dan beneran ga berasa apa-apa. Nah positif COVID yang sekarang ini badan gue luar biasa sakit, bener-bener persis KIPI vaksin AstraZeneca. Bedanya cuma demam gue cuma ""sumeng"" ga lebih dari 38 derajat.",tengah aku pernah positif covid sekali tapi itu aku otg dan benar enggak asa apa apa nah positif covid yang sekarang ini badan aku luar biasa sakit benar benar persis kipi vaksin astrazeneca beda cuma demam aku cuma sumeng enggak lebih dari derajat,1
23,"Alhamdulillah tiket vaksinasi #COVID19 ketiga gw udah keluar. Tinggal tunggu waktu yang tepat, bs lgsg cari tempatnya deh. 

Berhubung vaksinasi yang pertama dan kedua gw pake Sinovac, yang ketiga nanti gw mau #AstraZeneca aja ah.",alhamdulillah tiket vaksinasi tiga gue sudah keluar tinggal tunggu waktu yang tepat bisa langsung cari tempat deh hubung vaksinasi yang pertama dan dua gue pakai sinovac yang tiga nanti gue mau saja ah,1
24,"6000 Vaksin Booster jenis AstraZeneca yg diberikan, bertujuan meningkatkan proteksi terhadap berbagai virus, karena hasil studi menunjukkan, terjadi penurunan antibodi pada 6 bulan setelah mendapatkan vaksinasi COVID-19 dosis primer lengkap, sehingga dibutuhkan pemberian booster.",vaksin booster jenis astrazeneca yang beri tuju tingkat proteksi hadap bagai virus karena hasil studi tunjuk jadi turun antibodi pada bulan telah dapat vaksinasi covid dosis primer lengkap sehingga butuh beri booster,1
25,"3 hari lebih, lengan abis disuntik vaksin AstraZeneca masih sakit banget. Kepala masih ky kelelep, mirip gejala ringan waktu kena Covid thn lalu 🥲.",hari lebih lengan habis suntik vaksin astrazeneca masih sakit banget kepala masih kaya lelep mirip gejala ringan waktu kena covid tahun lalu,0
26,"Hari ini genap dua minggu (14 hari) saya mendapatkan suntikan vaksin Covid-19 dos penggalak. Untuk suntikan pertama dan kedua, saya mendapat vaksin Astrazeneca. Manakala dos penggalak pula saya menerima vaksin Pfizer.

Pengalaman saya selepas menerima dos penggalak,",hari ini genap dua minggu hari saya dapat sunti vaksin covid dos galak untuk sunti pertama dan dua saya dapat vaksin astrazeneca manakala dos galak pula saya terima vaksin pfizer alam saya lepas terima dos galak,1
27,"2x positif covid semenjak belum ada varian dan delta, ditambah 2x vaksin astrazeneca. varian omnicron sini lah, yuk!",positif covid semenjak belum ada varian dan delta tambah vaksin astrazeneca varian omnicron sini lah yuk,1
28,"@dara_darmayu @msaid_didu Katanya sih fungsi vaksin bukan buat kebal covid. Tapi memperingan gejala. Lha saya bulan agustus tahun lalu positif covid. Bulan oktober vaksin astrazeneca. Bulan november, dinyatakan positif pas periksa gigi. Padahal gak ada gejala apa2",kata sih fungsi vaksin bukan buat kebal covid tapi pering gejala lah saya bulan agustus tahun lalu positif covid bulan oktober vaksin astrazeneca bulan november nyata positif pas periksa gigi padahal enggak ada gejala apa,0
29,"✨Assalamualaikum Warahmatullahi Wabarakatuh✨
.
⚕️[R&amp;D TALKS E-HEALTH] ⚕️
.
💉R&amp;D Talks kali ini akan membahas macam-macam vaksin COVID-19 lho! Diantaranya Sinovac, AstraZeneca, Sputnik V,  Pfizer dan Moderna.
•
🤔Hmm pasti kalian bingung ya? Apa bedanya vaksin-vaksin tersebut.",jadi orang alamualaikum warahmatullahi wabarakatuh amp talks health amp talks kali ini akan bahas macam macam vaksin covid lho antara sinovac astrazeneca sputnik pfizer dan moderna hmm pasti kalian bingung iya apa beda vaksin vaksin sebut,1
30,"Program ini adalah wujud komitmen NasDem untuk melindungi masyarakat khususnya di Kota Bandung agar terhindar dari Covid-19.

Vaksinasi booster ini gratis dan menggunakan vaksin AstraZeneca.",program ini adalah wujud komitmen nasdem untuk lindung masyarakat khusus di kota bandung agar hindar dari covid vaksinasi booster ini gratis dan guna vaksin astrazeneca,1
31,"""Efek samping paling umum dari vaksin Covid-19 booster Astrazeneca adalah:
1. Nyeri pada bekas suntikan
2. Tidak enak badan
3. Merasa lelah
4. Menggigil atau demam
5. Sakit kepala
6. Mual
7. Nyeri sendi""",efek samping paling umum dari vaksin covid booster astrazeneca adalah nyeri pada bekas sunti tidak enak badan rasa lelah gigil atau demam sakit kepala mual nyeri sendi,0
32,Kementerian Kesehatan menyatakan bahwa pemerintah akan fokus memberikan vaksin Covid-19 atau booster dengan merek AstraZeneca ketimbang merek lain selama triwulan pertama tahun ini atau rentang Januari-Maret 2022.,menteri sehat nyata bahwa perintah akan fokus beri vaksin covid atau booster dengan merek astrazeneca ketimbang merek lain lama triwulan pertama tahun ini atau rentang januari maret,1
33,#InfoGenWaniPooll Kementerian Kesehatan menyatakan pemerintah akan fokus memberikan vaksin virus corona (Covid-19) atau booster dengan merek AstraZeneca ketimbang merek vaksin lain selama triwulan pertama tahun ini atau pada rentang Januari-Maret 2022.,menteri sehat nyata perintah akan fokus beri vaksin virus corona covid atau booster dengan merek astrazeneca ketimbang merek vaksin lain lama triwulan pertama tahun ini atau pada rentang januari maret,1
34,"@KemenkesRI @jokowi @erickthohir Untuk triwulan pertama 2022 alokasi vaksin booster akan diutamakan untuk Vaksin AstraZeneca mengingat ketersediaan stok vaksin yang cukup banyak,” kata Juru Bicara Vaksinasi Covid-19 Kementerian Kesehatan Siti Nadia Tarmidzi, belum lama ini.

@jokowi
@erickthohir",untuk triwulan pertama alokasi vaksin booster akan utama untuk vaksin astrazeneca ingat sedia stok vaksin yang cukup banyak kata juru bicara vaksinasi covid menteri sehat siti nadia tarmidzi belum lama ini,1
35,"Jika mendapatkan vaksin Primer: Astrazeneca maka booster yang bisa didapat adalah Moderna (1/2 dosis) atau Pfizer (1/2 dosis) atau Astrazeneca (1 dosis).

Untuk membantu percepatan vaksinasi COVID-19, dosis 2 vaksin Astrazeneca dapat diberikan 8 minggu setelah vaksin dosis 1.",jika dapat vaksin primer astrazeneca maka booster yang bisa dapat adalah moderna dosis atau pfizer dosis atau astrazeneca dosis untuk bantu cepat vaksinasi covid dosis vaksin astrazeneca dapat beri minggu telah vaksin dosis,1
36,"Program vaksinasi covid19 dari pemerintah yang telah saya ikuti:
- tahap 1 Sinovac
- tahap 2 Sinovac
- tahap 3 AstraZeneca

Waktu dikasi Sinovac, seperti tidak ada efeknya bagi tubuh saya. 
Saat menggunakan AZ, pagi vaksin, sore ngantuk, malam menggigil. 
Luar biasa 😅",program vaksinasi covid dari perintah yang telah saya ikut tahap sinovac tahap sinovac tahap astrazeneca waktu kasi sinovac seperti tidak ada efek bagi tubuh saya saat guna az pagi vaksin sore ngantuk malam gigil luar biasa,1
37,"Terdapat 5 merek vaksin Covid-19 yang memperoleh izin penggunaan darurat dari Badan Pengawas Obat dan Makanan (BPOM). Kelima merek tersebut di antaranya ialah Sinovac atau CoronaVac, AstraZeneca, Pfizer, Moderna, dan Zifivax",dapat merek vaksin covid yang oleh izin guna darurat dari badan awas obat dan makan bpom lima merek sebut di antara ialah sinovac atau coronavac astrazeneca pfizer moderna dan zifivax,1
38,"MHRA terus memantau laporan dugaan mielitis transversa setelah vaksinasi COVID-19 sejak dimulainya program tersebut. Per 19 Januari 2022, mereka telah menerima 108 laporan dugaan TM setelah pemberian COVID-19 AstraZeneca.",mhra terus pantau lapor duga mielitis transversa telah vaksinasi covid sejak mula program sebut per januari mereka telah terima lapor duga tm telah beri covid astrazeneca,1
39,"Aku tak sure ni sebab aku pernah kene covid atau sebab booster, harini mengah sangat. Sekarang dup dap laju and mengah. Someone else having same side effects as me???? 

Booster: AstraZeneca",saya tidak sure ini sebab saya pernah kene covid atau sebab booster harini mengah sangat sekarang dup dap laju dan mengah someone else having same side effects as me booster astrazeneca,0
40,"Bermula esok (Khamis, 27 Jan) 4 PPV dibuka untuk dos penggalak vaksin Covid-19 secara walk-in: 

- WTC KL
- Axiata Arena Bukit Jalil
- IDCC Shah Alam
- Soka Gakkai Hall Klang

Vaksinasi dibuka kepada penduduk 18 tahun ke atas. Vaksin AstraZeneca diberi.",mula esok khamis jangan ppv buka untuk dos galak vaksin covid cara walk ini wtc kalau axiata arena bukit jalil idcc shah alam soka gakkai hall klang vaksinasi buka kepada duduk tahun ke atas vaksin astrazeneca beri,1
41,"(2) Pelaksanaan Vaksinasi Covid-19 di Pendopo Kartini, dgn jenis vaksin Sinovac, Pfizer, &amp; Astrazeneca, pd 26-27 Januari 2022, pkl 08.00-11.00 WIB.

Vaksinasi Covid-19 di Puskesmas se-Kabupaten Jepara, dengan jenis vaksin menyesuaikan stok yang tersedia, pd 26-31 Januari 2022.",laksana vaksinasi covid di pendopo kartini dengan jenis vaksin sinovac pfizer amp astrazeneca pada januari pkl wib vaksinasi covid di puskesmas se kabupaten jepara dengan jenis vaksin sesuai stok yang sedia pada januari,1
42,"Aku amatin.
Org yg vaksin sinovac-sinovac, dan belum pernah covid lalu di booster pfizer/astrazeneca.. kipi nya berat jg ya",saya amatin orang yang vaksin sinovac sinovac dan belum pernah covid lalu di booster pfizer astrazeneca kipi nya berat juga iya,0
43,"Ada yg rencana PPKM Jawa-Bali yg diberlakukan karena lonjakkan kasus Covid-19 Omicron. 2 Anak meninggal usai disuntik vaksin AstraZeneca, perhatikan anak2 yg mengikuti vaksinasi ini.

#RencanaPPKM #Covid19 #Covid19Omicron #PPKMJawaBali #VaksinasikhususAnak2 #KemenkesRI #Bahaya",ada yang rencana ppkm jawa bal yang laku karena lonjak kasus covid omicron anak tinggal usai suntik vaksin astrazeneca perhati anak yang ikut vaksinasi ini,0
44,"Badan Pengawas Obat dan Makanan (BPOM) menerbitkan izin penggunaan darurat atau emergency use (EUA) untuk 5 jenis vaksin Covid-19 sebagai vaksin booster. Kelima vaksin itu adalah vaksin Coronavac PT Bio Farma, Pfizer, AstraZeneca, Moderna, Zifivax.

#KejarTargetVaksinBooster",badan awas obat dan makan bpom terbit izin guna darurat atau emergency use eua untuk jenis vaksin covid bagai vaksin booster lima vaksin itu adalah vaksin coronavac pt bio farma pfizer astrazeneca moderna zifivax,1
45,"BPOM telah resmi memberikan persetujuan pada lima vaksin Covid-19 untuk dapat digunakan sebagai booster. Kelima vaksin tersebut adalah CoronaVac atau Vaksin Covid-19 Bio Farma, Comirnaty oleh Pfizer, AstraZeneca, Moderna, dan Zifivax.

 #KejarTargetVaksinBooster",bpom telah resmi beri tuju pada lima vaksin covid untuk dapat guna bagai booster lima vaksin sebut adalah coronavac atau vaksin covid bio farma comirnaty oleh pfizer astrazeneca moderna dan zifivax,1
46,"5 jenis vaksin Covid-19 sebagai vaksin booster.
Kelima vaksin itu adalah vaksin Coronavac PT Bio Farma, Pfizer, AstraZeneca, Moderna, Zifivax.

#KejarTargetVaksinBooster 
#KejarTargetVaksinBooster",jenis vaksin covid bagai vaksin booster lima vaksin itu adalah vaksin coronavac pt bio farma pfizer astrazeneca moderna zifivax,1
47,Persetujuan tersebut diberikan untuk tambahan regimen booster heterolog pada vaksin COVID-19 yaitu Pfizer dan Astrazeneca.,tuju sebut beri untuk tambah regimen booster heterolog pada vaksin covid yaitu pfizer dan astrazeneca,1
48,"Persetujuan tersebut diberikan untuk tambahan regimen booster heterolog pada vaksin COVID-19 yaitu Pfizer dan Astrazeneca.
Jenis booster dan dosis yang diberikan antara lain vaksin Pfizer dengan primer Sinovac (dosis setengah/half dose) atau AstraZeneca (dosis setengah/half dose)",tuju sebut beri untuk tambah regimen booster heterolog pada vaksin covid yaitu pfizer dan astrazeneca jenis booster dan dosis yang beri antara lain vaksin pfizer dengan primer sinovac dosis tengah half dose atau astrazeneca dosis tengah half dose,1
49,"Menurut Juru Bicara Vaksinasi Covid-19, dr Siti Nadia Tarmizi, bagi yg sudah menerima vaksin Sinovac lengkap, bisa pakai setengah dosis booster AstraZeneca atau setengah dosis Pfizer.  Mau pakai AstraZeneca atau Pfizer tergantung ketersediaan vaksin yang ada. #SiapBoosterGratis",turut juru bicara vaksinasi covid dari siti nadia tarmizi bagi yang sudah terima vaksin sinovac lengkap bisa pakai tengah dosis booster astrazeneca atau tengah dosis pfizer mau pakai astrazeneca atau pfizer gantung sedia vaksin yang ada,1
50,"Secara resmi BPOM telah memberikan persetujuan pada 5 (lima) vaksin COVID-19 yang dapat digunakan sebagai booster atau dosis lanjutan. Berikut 5 (lima) vaksin booster tersebut :
1. CoronaVac atau Vaksin COVID-19 Bio Farma
2. Comirnaty oleh Pfizer
3. AstraZeneca
4. Moderna",cara resmi bpom telah beri tuju pada lima vaksin covid yang dapat guna bagai booster atau dosis lanjut ikut lima vaksin booster sebut coronavac atau vaksin covid bio farma comirnaty oleh pfizer astrazeneca moderna,1
51,"Ini dia! jenis vaksin yg ntnya akan jd vaksin ke-3 Covid-19, yaitu Sinovac/coronavac, Pfizer, Astrazeneca, Moderna hingga Zifivax #SiapBoosterGratis",ini dia jenis vaksin yang ntnya akan jadi vaksin ke covid yaitu sinovac coronavac pfizer astrazeneca moderna hingga zifivax,1
52,Waw bapak (71 th) udah dapet booster vaksin covid ke 3 AstraZeneca. Mantap 🥳,wow bapak tahun sudah dapat booster vaksin covid ke astrazeneca mantap,1
53,"vaksin COVID-19 yaitu vaksin Moderna, Pfizer, dan Astrazeneca.

Jenis booster dan dosis yang diberikan antara lain Vaksin Moderna dengan primer vaksin Sinovac (dosis penuh/full dose); vaksin Pfizer dengan primer Sinovac (dosis setengah/half dose) atau",vaksin covid yaitu vaksin moderna pfizer dan astrazeneca jenis booster dan dosis yang beri antara lain vaksin moderna dengan primer vaksin sinovac dosis penuh full dose vaksin pfizer dengan primer sinovac dosis tengah half dose atau,1
54,"4. Penerima lengkap vaksin Cansino

Bagi Pusat Pemberian Vaksin (PPV) Covid-19 Dewan Masyarakat Tawau (DMT), orang ramai boleh mendapatkan vaksin jenis Pfizer, Sinovac dan Astrazeneca. 

Manakala bagi Pusat Pemberian Vaksin (PPV) Covid-19 Dewan Bola Keranjang, Kampung Jawa,",terima lengkap vaksin cansino bagi pusat beri vaksin ppv covid dewan masyarakat tawau dmt orang ramai boleh dapat vaksin jenis pfizer sinovac dan astrazeneca manakala bagi pusat beri vaksin ppv covid dewan bola keranjang kampung jawa,1
55,"Ada hal yang perlu lo tau juga Warga Kampus mengenai Vaksin Booster ini, Badan Pengawas Obat dan Makanan (BPOM) sebelumnya sudah menyetujui vaksinasi booster dengan lima jenis vaksin COVID-19 yaitu:
1.Sinovac
2.Moderna
3.AstraZeneca
4.Zifivax
5. Pfizer",ada hal yang perlu kamu tahu juga warga kampus kena vaksin booster ini badan awas obat dan makan bpom belum sudah tuju vaksinasi booster dengan lima jenis vaksin covid yaitu sinovac moderna astrazeneca zifivax pfizer,1
56,"💉💉5 jenis vaksin COVID-19 yg telah mendapat emergency use dari BPOM adalah:
1. Sinovac (CoronaVac atau Vaksin COVID-19 Bio Farma)
2. Vaksin Pfizer (Comirnaty)
3. Vaksin AstraZeneca (Vaxzevria dan Kconecavac)
4. Vaksin Moderna
5. Vaksin Zifivax (Anhui)
@Suharso_M
@Jiwamudaindo",jenis vaksin covid yang telah dapat emergency use dari bpom adalah sinovac coronavac atau vaksin covid bio farma vaksin pfizer comirnaty vaksin astrazeneca vaxzevria dan kconecavac vaksin moderna vaksin zifivax anhui,1
57,"memenuhi kriteria 70 persen dosis pertama dan 60 persen dosis kedua. Adapun jenis vaksin yang digunakan merk Corona Vac (Sinovac), AstraZeneca, Moderna, Pfizer, dan Zifivak.

#VRadio #Viral #Info #Update #Trending #vaksinboostergratis",penuh kriteria persen dosis pertama dan persen dosis dua adapun jenis vaksin yang guna merk corona vac sinovac astrazeneca moderna pfizer dan zifivak,1
58,"Vaksin tersebut di antaranya adalah CoronaVac/Vaksin COVID-19 Biofarma, Comirnaty Pfizer, AstraZeneca, Moderna, dan Zifivax.",vaksin sebut di antara adalah coronavac vaksin covid biofarma comirnaty pfizer astrazeneca moderna dan zifivax,1
59,"homolog (vaksin booster sama dengan vaksin primer) dan/atau heterolog (vaksin booster berbeda dengan vaksin primer). Vaksin tersebut di antaranya adalah CoronaVac/Vaksin COVID-19 Biofarma, Comirnaty Pfizer, AstraZeneca, Moderna, dan Zifivax.",homolog vaksin booster sama dengan vaksin primer dan atau heterolog vaksin booster beda dengan vaksin primer vaksin sebut di antara adalah coronavac vaksin covid biofarma comirnaty pfizer astrazeneca moderna dan zifivax,1
60,"BPOM mengeluarkan izin penggunaan darurat 5 jenis vaksin untuk booster COVID-19. Vaksin tersebut adalah Sinovac, AstraZeneca, Moderna, Pfizer, dan Zifivax",bpom keluar izin guna darurat jenis vaksin untuk booster covid vaksin sebut adalah sinovac astrazeneca moderna pfizer dan zifivax,1
61,"Vaksin yang diizinkan adalah Sinovac, Pfizer, dan AstraZeneca, Moderna, dan Zivivax.
Kepala BPOM Penny Lukito mengatakan suntikan dosis ketiga atau vaksin booster Covid-19 ini untuk mempercepat Indonesia keluar dari Pandemi ini.",vaksin yang izin adalah sinovac pfizer dan astrazeneca moderna dan zivivax kepala bpom penny lukito kata sunti dosis tiga atau vaksin booster covid ini untuk cepat indonesia keluar dari pandemi ini,1
62,"Hai Geeks! BPOM sudah mengeluarkan izin penggunaan darurat untuk 5 vaksin booster Covid-19, yang akan mulai resmi digelar pada 12 Januari 2022, lho. Yaitu CoronaVax (Sinovac), Pfizer, AstraZeneca, Moderna, dan Zifivax.

Kalau boleh pilih, kamu ingin vaksin booster apa, Geeks?",hai geeks bpom sudah keluar izin guna darurat untuk vaksin booster covid yang akan mulai resmi gelar pada januari lho yaitu coronavax sinovac pfizer astrazeneca moderna dan zifivax kalau boleh pilih kamu ingin vaksin booster apa geeks,1
63,"untuk 5 jenis #vaksin #Covid19 sebagai vaksin booster.

Kelima vaksin itu adalah vaksin Coronavac PT Bio Farma, Pfizer, AstraZeneca, Moderna, Zifivax.
""Pertama vaksin Coronavac PT Bio Farma ini adalah untuk booster homologus (satu jenis vaksin) akan diberikan sebanyak 1 dosis",untuk jenis bagai vaksin booster lima vaksin itu adalah vaksin coronavac pt bio farma pfizer astrazeneca moderna zifivax pertama vaksin coronavac pt bio farma ini adalah untuk booster homologus satu jenis vaksin akan beri banyak dosis,1
64,"Badan Pengawas Obat-obatan dan makanan menerbitkan izin penggunaan darurat bagi booster vaksin Covid-19. Vaksin yang diizinkan adalah Sinovac, Pfizer, AstraZeneca, Moderna, dan Zivivax.",badan awas obat obat dan makan terbit izin guna darurat bagi booster vaksin covid vaksin yang izin adalah sinovac pfizer astrazeneca moderna dan zivivax,1
65,"1. Penerima lengkap vaksin Pfizer
2. Penerima lengkap vaksin Sinovac
3. Penerima lengkap vaksin Astrazeneca 
4. Penerima lengkap vaksin Cansino

Bagi Pusat Pemberian Vaksin (PPV) Covid-19 Dewan Masyarakat Tawau (DMT),",terima lengkap vaksin pfizer terima lengkap vaksin sinovac terima lengkap vaksin astrazeneca terima lengkap vaksin cansino bagi pusat beri vaksin ppv covid dewan masyarakat tawau dmt,1
